ID_DEPTO,Area,ID_Grupo_Etario,Casos
46077,General Lamadrid,3,214
46077,General Lamadrid,4,230
46077,General Lamadrid,5,863
46077,General Lamadrid,6,256
46084,General Ortiz de Ocampo,1,567
46084,General Ortiz de Ocampo,2,656
46084,General Ortiz de Ocampo,3,805
46084,General Ortiz de Ocampo,4,971
46084,General Ortiz de Ocampo,5,3003
46084,General Ortiz de Ocampo,6,1345
46091,General San Martín,1,394
46091,General San Martín,2,538
46091,General San Martín,3,655
46091,General San Martín,4,670
46091,General San Martín,5,2078
46091,General San Martín,6,682
46098,Vinchina,1,224
46098,Vinchina,2,246
46098,Vinchina,3,305
46098,Vinchina,4,331
46098,Vinchina,5,1165
46098,Vinchina,6,424
46105,Independencia,1,209
46105,Independencia,2,241
46105,Independencia,3,307
46105,Independencia,4,292
46105,Independencia,5,1009
46105,Independencia,6,341
46112,Rosario Vera Peñaloza,1,1310
46112,Rosario Vera Peñaloza,2,1652
46112,Rosario Vera Peñaloza,3,1864
46112,Rosario Vera Peñaloza,4,2081
46112,Rosario Vera Peñaloza,5,6504
46112,Rosario Vera Peñaloza,6,2353
46119,San Blas de Los Sauces,1,345
46119,San Blas de Los Sauces,2,429
46119,San Blas de Los Sauces,3,494
46119,San Blas de Los Sauces,4,542
46119,San Blas de Los Sauces,5,1789
46119,San Blas de Los Sauces,6,707
46126,Sanagasta,1,230
46126,Sanagasta,2,317
46126,Sanagasta,3,314
46126,Sanagasta,4,408
46126,Sanagasta,5,1302
46126,Sanagasta,6,423
50007,Capital,1,8283
50007,Capital,2,9891
50007,Capital,3,11066
50007,Capital,4,14159
50007,Capital,5,54416
50007,Capital,6,25900
50014,General Alvear,1,4069
50014,General Alvear,2,5385
50014,General Alvear,3,5721
50014,General Alvear,4,5626
50014,General Alvear,5,21038
50014,General Alvear,6,10540
50021,Godoy Cruz,1,13392
50021,Godoy Cruz,2,16942
50021,Godoy Cruz,3,19597
50021,Godoy Cruz,4,22081
50021,Godoy Cruz,5,83877
50021,Godoy Cruz,6,38668
50028,Guaymallén,1,25349
50028,Guaymallén,2,31776
50028,Guaymallén,3,35018
50028,Guaymallén,4,38364
50028,Guaymallén,5,137342
50028,Guaymallén,6,53022
50035,Junín,1,3662
50035,Junín,2,4550
50035,Junín,3,5068
50035,Junín,4,5466
50035,Junín,5,19630
50035,Junín,6,8096
50042,La Paz,1,1018
50042,La Paz,2,1305
50042,La Paz,3,1302
50042,La Paz,4,1585
50042,La Paz,5,5006
50042,La Paz,6,1802
50049,Las Heras,1,19700
50049,Las Heras,2,24827
50049,Las Heras,3,27850
50049,Las Heras,4,29048
50049,Las Heras,5,96997
50049,Las Heras,6,35417
50056,Lavalle,1,4526
50056,Lavalle,2,5749
50056,Lavalle,3,5944
50056,Lavalle,4,6365
50056,Lavalle,5,18961
50056,Lavalle,6,5541
50063,Luján de Cuyo,1,13914
50063,Luján de Cuyo,2,17898
50063,Luján de Cuyo,3,20387
50063,Luján de Cuyo,4,20754
50063,Luján de Cuyo,5,73642
50063,Luján de Cuyo,6,25288
50070,Maipú,1,18163
50070,Maipú,2,22679
50070,Maipú,3,25291
50070,Maipú,4,26438
50070,Maipú,5,94114
50070,Maipú,6,32202
50077,Malargüe,1,2811
50077,Malargüe,2,3700
50077,Malargüe,3,4071
50077,Malargüe,4,3715
50077,Malargüe,5,13937
50077,Malargüe,6,4362
50084,Rivadavia,1,5261
50084,Rivadavia,2,6608
50084,Rivadavia,3,7111
50084,Rivadavia,4,7821
50084,Rivadavia,5,25885
50084,Rivadavia,6,10903
50091,San Carlos,1,3475
50091,San Carlos,2,4334
50091,San Carlos,3,4793
50091,San Carlos,4,4959
50091,San Carlos,5,16447
50091,San Carlos,6,5744
50098,San Martín,1,11642
50098,San Martín,2,14861
50098,San Martín,3,15658
50098,San Martín,4,16705
50098,San Martín,5,56434
50098,San Martín,6,24106
50105,San Rafael,1,17237
50105,San Rafael,2,21325
50105,San Rafael,3,23389
50105,San Rafael,4,25165
50105,San Rafael,5,87286
50105,San Rafael,6,38802
50112,Santa Rosa,1,1765
50112,Santa Rosa,2,2143
50112,Santa Rosa,3,2263
50112,Santa Rosa,4,2423
50112,Santa Rosa,5,7791
50112,Santa Rosa,6,2994
50119,Tunuyán,1,5158
50119,Tunuyán,2,6688
50119,Tunuyán,3,7298
50119,Tunuyán,4,7190
50119,Tunuyán,5,24853
50119,Tunuyán,6,8785
50126,Tupungato,1,3810
50126,Tupungato,2,4851
50126,Tupungato,3,5315
50126,Tupungato,4,5550
50126,Tupungato,5,16747
50126,Tupungato,6,4895
54007,Apóstoles,1,5262
54007,Apóstoles,2,5788
54007,Apóstoles,3,6448
54007,Apóstoles,4,7138
54007,Apóstoles,5,19956
54007,Apóstoles,6,5911
54014,Cainguás,1,6425
54014,Cainguás,2,7497
54014,Cainguás,3,8031
54014,Cainguás,4,8077
54014,Cainguás,5,22995
54014,Cainguás,6,6850
54021,Candelaria,1,3758
54021,Candelaria,2,4296
54021,Candelaria,3,4620
54021,Candelaria,4,4751
54021,Candelaria,5,13249
54021,Candelaria,6,4271
54028,Capital,1,33142
54028,Capital,2,40783
54028,Capital,3,44373
54028,Capital,4,53731
54028,Capital,5,168252
54028,Capital,6,51217
54035,Concepción,1,1087
54035,Concepción,2,1156
54035,Concepción,3,1380
54035,Concepción,4,1477
54035,Concepción,5,3849
54035,Concepción,6,1354
54042,Eldorado,1,8721
54042,Eldorado,2,10328
54042,Eldorado,3,11407
54042,Eldorado,4,11565
54042,Eldorado,5,37281
54042,Eldorado,6,11831
54049,General Manuel Belgrano,1,5458
54049,General Manuel Belgrano,2,5949
54049,General Manuel Belgrano,3,6138
54049,General Manuel Belgrano,4,6503
54049,General Manuel Belgrano,5,17708
54049,General Manuel Belgrano,6,3700
54056,Guaraní,1,8802
54056,Guaraní,2,9732
54056,Guaraní,3,10537
54056,Guaraní,4,10937
54056,Guaraní,5,29983
54056,Guaraní,6,7084
54063,Iguazú,1,10641
54063,Iguazú,2,12219
54063,Iguazú,3,13000
54063,Iguazú,4,12534
54063,Iguazú,5,41110
54063,Iguazú,6,10334
54070,Leandro N. Alem,1,4430
54070,Leandro N. Alem,2,5235
54070,Leandro N. Alem,3,5726
54070,Leandro N. Alem,4,6465
54070,Leandro N. Alem,5,20751
54070,Leandro N. Alem,6,6784
54077,Libertador General San Martín,1,5227
54077,Libertador General San Martín,2,5931
54077,Libertador General San Martín,3,6521
54077,Libertador General San Martín,4,6489
54077,Libertador General San Martín,5,21061
54077,Libertador General San Martín,6,6937
54084,Montecarlo,1,3674
54084,Montecarlo,2,4579
54084,Montecarlo,3,4992
54084,Montecarlo,4,4717
54084,Montecarlo,5,15343
54084,Montecarlo,6,5315
54091,Oberá,1,11680
54091,Oberá,2,13783
54091,Oberá,3,14897
54091,Oberá,4,17260
54091,Oberá,5,48032
54091,Oberá,6,15051
54098,San Ignacio,1,6498
54098,San Ignacio,2,7468
54098,San Ignacio,3,7918
54098,San Ignacio,4,8409
54098,San Ignacio,5,24621
54098,San Ignacio,6,8280
54105,San Javier,1,2346
54105,San Javier,2,2808
54105,San Javier,3,2956
54105,San Javier,4,3022
54105,San Javier,5,9118
54105,San Javier,6,2830
54112,San Pedro,1,4462
54112,San Pedro,2,4904
54112,San Pedro,3,4984
54112,San Pedro,4,4932
54112,San Pedro,5,12633
54112,San Pedro,6,2775
54119,25 de Mayo,1,3369
54119,25 de Mayo,2,3671
54119,25 de Mayo,3,3903
54119,25 de Mayo,4,4005
54119,25 de Mayo,5,12356
54119,25 de Mayo,6,3573
58007,Aluminé,1,878
58007,Aluminé,2,1032
58007,Aluminé,3,1197
58007,Aluminé,4,1120
58007,Aluminé,5,4744
58007,Aluminé,6,1202
58014,Añelo,1,1908
58014,Añelo,2,2170
58014,Añelo,3,2191
58014,Añelo,4,2608
58014,Añelo,5,7917
58014,Añelo,6,1356
58021,Catán Lil,1,220
58021,Catán Lil,2,316
58021,Catán Lil,3,310
58021,Catán Lil,4,245
58021,Catán Lil,5,1107
58021,Catán Lil,6,443
58028,Collón Curá,1,360
58028,Collón Curá,2,456
58028,Collón Curá,3,540
58028,Collón Curá,4,567
58028,Collón Curá,5,2173
58028,Collón Curá,6,736
58035,Confluencia,1,34739
58035,Confluencia,2,44946
58035,Confluencia,3,49728
58035,Confluencia,4,55269
58035,Confluencia,5,217111
58035,Confluencia,6,65424
58042,Chos Malal,1,1298
58042,Chos Malal,2,1819
58042,Chos Malal,3,2044
58042,Chos Malal,4,2025
58042,Chos Malal,5,8727
58042,Chos Malal,6,2376
58049,Huiliches,1,1713
58049,Huiliches,2,2147
58049,Huiliches,3,2356
58049,Huiliches,4,2425
58049,Huiliches,5,9663
58049,Huiliches,6,2549
58056,Lácar,1,2801
58056,Lácar,2,3767
58056,Lácar,3,4511
58056,Lácar,4,4033
58056,Lácar,5,19074
58056,Lácar,6,5381
58063,Loncopué,1,675
58063,Loncopué,2,811
58063,Loncopué,3,845
58063,Loncopué,4,928
58063,Loncopué,5,3448
58063,Loncopué,6,989
58070,Los Lagos,1,1136
58070,Los Lagos,2,1557
58070,Los Lagos,3,1770
58070,Los Lagos,4,1562
58070,Los Lagos,5,7586
58070,Los Lagos,6,1891
58077,Minas,1,737
58077,Minas,2,884
58077,Minas,3,1008
58077,Minas,4,977
58077,Minas,5,4556
58077,Minas,6,1105
58084,Ñorquín,1,440
58084,Ñorquín,2,563
58084,Ñorquín,3,605
58084,Ñorquín,4,578
58084,Ñorquín,5,2643
58084,Ñorquín,6,743
58091,Pehuenches,1,2678
58091,Pehuenches,2,3445
58091,Pehuenches,3,3890
58091,Pehuenches,4,3711
58091,Pehuenches,5,13741
58091,Pehuenches,6,2256
58098,Picún Leufú,1,391
58098,Picún Leufú,2,533
58098,Picún Leufú,3,543
58098,Picún Leufú,4,573
58098,Picún Leufú,5,2260
58098,Picún Leufú,6,787
58105,Picunches,1,721
58105,Picunches,2,952
58105,Picunches,3,938
58105,Picunches,4,1074
58105,Picunches,5,3721
58105,Picunches,6,1065
58112,Zapala,1,3426
58112,Zapala,2,4712
58112,Zapala,3,5301
58112,Zapala,4,5307
58112,Zapala,5,20253
58112,Zapala,6,6541
62007,Adolfo Alsina,1,4517
62007,Adolfo Alsina,2,6136
62007,Adolfo Alsina,3,7034
62007,Adolfo Alsina,4,7441
62007,Adolfo Alsina,5,28489
62007,Adolfo Alsina,6,10228
62014,Avellaneda,1,3407
62014,Avellaneda,2,4196
62014,Avellaneda,3,4870
62014,Avellaneda,4,5224
62014,Avellaneda,5,17664
62014,Avellaneda,6,5799
62021,Bariloche,1,11266
62021,Bariloche,2,14905
62021,Bariloche,3,16295
62021,Bariloche,4,17538
62021,Bariloche,5,75881
62021,Bariloche,6,25558
62028,Conesa,1,605
62028,Conesa,2,723
62028,Conesa,3,747
62028,Conesa,4,919
62028,Conesa,5,3242
62028,Conesa,6,1162
62035,El Cuy,1,545
62035,El Cuy,2,780
62035,El Cuy,3,796
62035,El Cuy,4,769
62035,El Cuy,5,3064
62035,El Cuy,6,1006
62042,General Roca,1,29296
62042,General Roca,2,37152
62042,General Roca,3,41788
62042,General Roca,4,45762
62042,General Roca,5,168876
62042,General Roca,6,56753
62049,9 de Julio,1,274
62049,9 de Julio,2,354
62049,9 de Julio,3,375
62049,9 de Julio,4,398
62049,9 de Julio,5,1662
62049,9 de Julio,6,619
62056,Ñorquinco,1,113
62056,Ñorquinco,2,125
62056,Ñorquinco,3,143
62056,Ñorquinco,4,156
62056,Ñorquinco,5,607
62056,Ñorquinco,6,308
62063,Pichi Mahuida,1,1344
62063,Pichi Mahuida,2,1671
62063,Pichi Mahuida,3,1711
62063,Pichi Mahuida,4,1662
62063,Pichi Mahuida,5,7185
62063,Pichi Mahuida,6,2920
62070,Pilcaniyeu,1,598
62070,Pilcaniyeu,2,943
62070,Pilcaniyeu,3,985
62070,Pilcaniyeu,4,800
62070,Pilcaniyeu,5,4320
62070,Pilcaniyeu,6,1663
62077,San Antonio,1,2730
62077,San Antonio,2,3609
62077,San Antonio,3,3973
62077,San Antonio,4,4136
62077,San Antonio,5,15636
62077,San Antonio,6,5389
62084,Valcheta,1,337
62084,Valcheta,2,395
62084,Valcheta,3,429
62084,Valcheta,4,526
62084,Valcheta,5,1798
62084,Valcheta,6,815
62091,25 de Mayo,1,1353
62091,25 de Mayo,2,1600
62091,25 de Mayo,3,1884
62091,25 de Mayo,4,2001
62091,25 de Mayo,5,7260
62091,25 de Mayo,6,2457
66007,Anta,1,7052
66007,Anta,2,8007
66007,Anta,3,9023
66007,Anta,4,9916
66007,Anta,5,27975
66007,Anta,6,7469
66014,Cachi,1,832
66014,Cachi,2,1080
66014,Cachi,3,1039
66014,Cachi,4,1223
66014,Cachi,5,3545
66014,Cachi,6,1209
66021,Cafayate,1,1430
66021,Cafayate,2,2036
66021,Cafayate,3,2229
66021,Cafayate,4,2229
66021,Cafayate,5,7647
66021,Cafayate,6,2251
66028,Capital,1,47812
66028,Capital,2,61799
66028,Capital,3,69500
66028,Capital,4,85170
66028,Capital,5,270140
66028,Capital,6,89582
66035,Cerrillos,1,5342
66035,Cerrillos,2,6901
66035,Cerrillos,3,7225
66035,Cerrillos,4,7738
66035,Cerrillos,5,22986
66035,Cerrillos,6,5521
66042,Chicoana,1,2069
66042,Chicoana,2,2580
66042,Chicoana,3,3002
66042,Chicoana,4,3552
66042,Chicoana,5,10062
66042,Chicoana,6,3450
66049,General Güemes,1,4858
66049,General Güemes,2,5990
66049,General Güemes,3,6453
66049,General Güemes,4,7800
66049,General Güemes,5,23175
66049,General Güemes,6,7470
66056,General José de San Martín,1,19509
66056,General José de San Martín,2,22243
66056,General José de San Martín,3,24083
66056,General José de San Martín,4,24249
66056,General José de San Martín,5,69080
66056,General José de San Martín,6,18284
66063,Guachipas,1,314
66063,Guachipas,2,343
66063,Guachipas,3,392
66063,Guachipas,4,472
66063,Guachipas,5,1426
66063,Guachipas,6,544
66070,Iruya,1,676
66070,Iruya,2,777
66070,Iruya,3,938
66070,Iruya,4,761
66070,Iruya,5,2183
66070,Iruya,6,781
66077,La Caldera,1,966
66077,La Caldera,2,1219
66077,La Caldera,3,1287
66077,La Caldera,4,1522
66077,La Caldera,5,5578
66077,La Caldera,6,1674
66084,La Candelaria,1,596
66084,La Candelaria,2,775
66084,La Candelaria,3,884
66084,La Candelaria,4,1045
66084,La Candelaria,5,2777
66084,La Candelaria,6,1105
66091,La Poma,1,167
66091,La Poma,2,223
66091,La Poma,3,271
66091,La Poma,4,257
66091,La Poma,5,651
66091,La Poma,6,220
66098,La Viña,1,760
66098,La Viña,2,953
66098,La Viña,3,1064
66098,La Viña,4,1223
66098,La Viña,5,3538
66098,La Viña,6,1350
66105,Los Andes,1,875
66105,Los Andes,2,962
66105,Los Andes,3,1091
66105,Los Andes,4,1132
66105,Los Andes,5,2641
66105,Los Andes,6,481
66112,Metán,1,4326
66112,Metán,2,4909
66112,Metán,3,5274
66112,Metán,4,6563
66112,Metán,5,19778
66112,Metán,6,7178
66119,Molinos,1,516
66119,Molinos,2,716
66119,Molinos,3,827
66119,Molinos,4,739
66119,Molinos,5,2221
66119,Molinos,6,789
66126,Orán,1,16651
66126,Orán,2,19414
66126,Orán,3,21379
66126,Orán,4,22132
66126,Orán,5,63753
66126,Orán,6,16386
66133,Rivadavia,1,5048
66133,Rivadavia,2,5525
66133,Rivadavia,3,5831
66133,Rivadavia,4,5622
66133,Rivadavia,5,13027
66133,Rivadavia,6,3009
66140,Rosario de la Frontera,1,2966
66140,Rosario de la Frontera,2,3545
66140,Rosario de la Frontera,3,3903
66140,Rosario de la Frontera,4,4570
66140,Rosario de la Frontera,5,13542
66140,Rosario de la Frontera,6,5224
66147,Rosario de Lerma,1,4735
66147,Rosario de Lerma,2,5684
66147,Rosario de Lerma,3,6128
66147,Rosario de Lerma,4,7037
66147,Rosario de Lerma,5,21102
66147,Rosario de Lerma,6,6275
66154,San Carlos,1,674
66154,San Carlos,2,950
66154,San Carlos,3,964
66154,San Carlos,4,990
66154,San Carlos,5,3045
66154,San Carlos,6,1156
66161,Santa Victoria,1,909
66161,Santa Victoria,2,1226
66161,Santa Victoria,3,1428
66161,Santa Victoria,4,1098
66161,Santa Victoria,5,3450
66161,Santa Victoria,6,1300
70007,Albardón,1,2958
70007,Albardón,2,3634
70007,Albardón,3,4162
70007,Albardón,4,4167
70007,Albardón,5,12531
70007,Albardón,6,3829
70014,Angaco,1,969
70014,Angaco,2,1181
70014,Angaco,3,1363
70014,Angaco,4,1312
70014,Angaco,5,3917
70014,Angaco,6,1430
70021,Calingasta,1,1104
70021,Calingasta,2,1255
70021,Calingasta,3,1337
70021,Calingasta,4,1278
70021,Calingasta,5,4487
70021,Calingasta,6,1206
70028,Capital,1,7849
70028,Capital,2,9115
70028,Capital,3,10752
70028,Capital,4,12929
70028,Capital,5,49085
70028,Capital,6,25119
70035,Caucete,1,4319
70035,Caucete,2,4835
70035,Caucete,3,5830
70035,Caucete,4,6270
70035,Caucete,5,16893
70035,Caucete,6,5870
70042,Chimbas,1,9879
70042,Chimbas,2,11599
70042,Chimbas,3,13364
70042,Chimbas,4,13921
70042,Chimbas,5,42066
70042,Chimbas,6,12943
70049,Iglesia,1,819
70049,Iglesia,2,945
70049,Iglesia,3,1047
70049,Iglesia,4,1052
70049,Iglesia,5,3795
70049,Iglesia,6,1168
70056,Jáchal,1,2155
70056,Jáchal,2,2384
70056,Jáchal,3,2795
70056,Jáchal,4,3162
70056,Jáchal,5,10453
70056,Jáchal,6,4320
70063,9 de Julio,1,1295
70063,9 de Julio,2,1488
70063,9 de Julio,3,1606
70063,9 de Julio,4,1812
70063,9 de Julio,5,4974
70063,9 de Julio,6,1323
70070,Pocito,1,7282
70070,Pocito,2,8963
70070,Pocito,3,10027
70070,Pocito,4,9830
70070,Pocito,5,29108
70070,Pocito,6,7669
70077,Rawson,1,11959
70077,Rawson,2,14695
70077,Rawson,3,16316
70077,Rawson,4,17058
70077,Rawson,5,56713
70077,Rawson,6,19841
70084,Rivadavia,1,8399
70084,Rivadavia,2,10029
70084,Rivadavia,3,11273
70084,Rivadavia,4,12735
70084,Rivadavia,5,42555
70084,Rivadavia,6,16343
70091,San Martín,1,1586
70091,San Martín,2,1863
70091,San Martín,3,2020
70091,San Martín,4,2029
70091,San Martín,5,5754
70091,San Martín,6,1785
70098,Santa Lucía,1,5620
70098,Santa Lucía,2,6657
70098,Santa Lucía,3,7378
70098,Santa Lucía,4,7379
70098,Santa Lucía,5,26153
70098,Santa Lucía,6,9510
70105,Sarmiento,1,2876
70105,Sarmiento,2,3274
70105,Sarmiento,3,3883
70105,Sarmiento,4,3903
70105,Sarmiento,5,10228
70105,Sarmiento,6,3024
70112,Ullum,1,614
70112,Ullum,2,738
70112,Ullum,3,830
70112,Ullum,4,976
70112,Ullum,5,2621
70112,Ullum,6,675
70119,Valle Fértil,1,772
70119,Valle Fértil,2,825
70119,Valle Fértil,3,939
70119,Valle Fértil,4,1085
70119,Valle Fértil,5,3512
70119,Valle Fértil,6,1292
70126,25 de Mayo,1,2294
70126,25 de Mayo,2,2553
70126,25 de Mayo,3,3050
70126,25 de Mayo,4,3072
70126,25 de Mayo,5,7612
70126,25 de Mayo,6,2243
70133,Zonda,1,679
70133,Zonda,2,765
70133,Zonda,3,845
70133,Zonda,4,936
70133,Zonda,5,2690
70133,Zonda,6,759
74007,Ayacucho,1,2003
74007,Ayacucho,2,2327
74007,Ayacucho,3,2914
74007,Ayacucho,4,2829
74007,Ayacucho,5,9566
74007,Ayacucho,6,4014
74014,Belgrano,1,444
74014,Belgrano,2,561
74014,Belgrano,3,635
74014,Belgrano,4,619
74014,Belgrano,5,2187
74014,Belgrano,6,1129
74021,Coronel Pringles,1,1180
74021,Coronel Pringles,2,1490
74021,Coronel Pringles,3,1861
74021,Coronel Pringles,4,2082
74021,Coronel Pringles,5,6701
74021,Coronel Pringles,6,2730
74028,Chacabuco,1,1946
74028,Chacabuco,2,2353
74028,Chacabuco,3,3001
74028,Chacabuco,4,3185
74028,Chacabuco,5,11506
74028,Chacabuco,6,4531
74035,General Pedernera,1,11922
74035,General Pedernera,2,14672
74035,General Pedernera,3,17891
74035,General Pedernera,4,19601
74035,General Pedernera,5,63670
74035,General Pedernera,6,20915
74042,Gobernador Dupuy,1,1283
74042,Gobernador Dupuy,2,1464
74042,Gobernador Dupuy,3,1837
74042,Gobernador Dupuy,4,1928
74042,Gobernador Dupuy,5,5886
74042,Gobernador Dupuy,6,1936
74049,Junín,1,2825
74049,Junín,2,3659
74049,Junín,3,4569
74049,Junín,4,4297
74049,Junín,5,17691
74049,Junín,6,7248
74056,Juan Martín de Pueyrredón,1,19681
74056,Juan Martín de Pueyrredón,2,24700
74056,Juan Martín de Pueyrredón,3,31276
74056,Juan Martín de Pueyrredón,4,35478
74056,Juan Martín de Pueyrredón,5,113643
74056,Juan Martín de Pueyrredón,6,35991
74063,Libertador General San Martín,1,327
74063,Libertador General San Martín,2,373
74063,Libertador General San Martín,3,516
74063,Libertador General San Martín,4,555
74063,Libertador General San Martín,5,1884
74063,Libertador General San Martín,6,1036
78007,Corpen Aike,1,1456
78007,Corpen Aike,2,1663
78007,Corpen Aike,3,1783
78007,Corpen Aike,4,1826
78007,Corpen Aike,5,6809
78007,Corpen Aike,6,1498
78014,Deseado,1,10716
78014,Deseado,2,13790
78014,Deseado,3,15834
78014,Deseado,4,14924
78014,Deseado,5,58189
78014,Deseado,6,12813
78021,Güer Aike,1,10573
78021,Güer Aike,2,14016
78021,Güer Aike,3,16107
78021,Güer Aike,4,15899
78021,Güer Aike,5,63476
78021,Güer Aike,6,17238
78028,Lago Argentino,1,2180
78028,Lago Argentino,2,2815
78028,Lago Argentino,3,3093
78028,Lago Argentino,4,2588
78028,Lago Argentino,5,12463
78028,Lago Argentino,6,2245
78035,Lago Buenos Aires,1,1298
78035,Lago Buenos Aires,2,1375
78035,Lago Buenos Aires,3,1415
78035,Lago Buenos Aires,4,1469
78035,Lago Buenos Aires,5,5783
78035,Lago Buenos Aires,6,1244
78042,Magallanes,1,1110
78042,Magallanes,2,1489
78042,Magallanes,3,1574
78042,Magallanes,4,1572
78042,Magallanes,5,5787
78042,Magallanes,6,1296
78049,Río Chico,1,585
78049,Río Chico,2,744
78049,Río Chico,3,783
78049,Río Chico,4,735
78049,Río Chico,5,2840
78049,Río Chico,6,584
82007,Belgrano,1,3597
82007,Belgrano,2,4246
82007,Belgrano,3,4950
82007,Belgrano,4,5554
82007,Belgrano,5,21069
82007,Belgrano,6,9128
82014,Caseros,1,5966
82014,Caseros,2,7096
82014,Caseros,3,8306
82014,Caseros,4,9001
82014,Caseros,5,37419
82014,Caseros,6,18473
82021,Castellanos,1,15092
82021,Castellanos,2,17526
82021,Castellanos,3,20504
82021,Castellanos,4,22450
82021,Castellanos,5,82877
82021,Castellanos,6,31015
82028,Constitución,1,6793
82028,Constitución,2,8043
82028,Constitución,3,9828
82028,Constitución,4,10437
82028,Constitución,5,39780
82028,Constitución,6,18119
82035,Garay,1,2349
82035,Garay,2,2543
82035,Garay,3,2615
82035,Garay,4,3553
82035,Garay,5,10319
82035,Garay,6,3474
82042,General López,1,14884
82042,General López,2,17783
82042,General López,3,20506
82042,General López,4,22239
82042,General López,5,85653
82042,General López,6,39390
82049,General Obligado,1,17202
82049,General Obligado,2,19144
82049,General Obligado,3,22348
82049,General Obligado,4,25243
82049,General Obligado,5,83756
82049,General Obligado,6,29840
82056,Iriondo,1,5742
82056,Iriondo,2,6722
82056,Iriondo,3,7235
82056,Iriondo,4,7562
82056,Iriondo,5,31845
82056,Iriondo,6,14530
82063,La Capital,1,42937
82063,La Capital,2,51558
82063,La Capital,3,59938
82063,La Capital,4,72589
82063,La Capital,5,248148
82063,La Capital,6,93089
82070,Las Colonias,1,8519
82070,Las Colonias,2,10020
82070,Las Colonias,3,11909
82070,Las Colonias,4,14039
82070,Las Colonias,5,50310
82070,Las Colonias,6,19933
82077,9 de Julio,1,2720
82077,9 de Julio,2,3104
82077,9 de Julio,3,3817
82077,9 de Julio,4,4078
82077,9 de Julio,5,13080
82077,9 de Julio,6,4143
82084,Rosario,1,97904
82084,Rosario,2,117871
82084,Rosario,3,130364
82084,Rosario,4,156769
82084,Rosario,5,598870
82084,Rosario,6,236180
82091,San Cristóbal,1,5906
82091,San Cristóbal,2,7064
82091,San Cristóbal,3,8200
82091,San Cristóbal,4,8477
82091,San Cristóbal,5,30636
82091,San Cristóbal,6,12310
82098,San Javier,1,3076
82098,San Javier,2,3454
82098,San Javier,3,3561
82098,San Javier,4,4423
82098,San Javier,5,13788
82098,San Javier,6,4878
82105,San Jerónimo,1,6707
82105,San Jerónimo,2,7813
82105,San Jerónimo,3,8888
82105,San Jerónimo,4,9914
82105,San Jerónimo,5,36146
82105,San Jerónimo,6,15149
82112,San Justo,1,3766
82112,San Justo,2,4407
82112,San Justo,3,4999
82112,San Justo,4,5590
82112,San Justo,5,19624
82112,San Justo,6,8100
82119,San Lorenzo,1,16356
82119,San Lorenzo,2,19715
82119,San Lorenzo,3,20824
82119,San Lorenzo,4,21277
82119,San Lorenzo,5,85894
82119,San Lorenzo,6,29720
82126,San Martín,1,5177
82126,San Martín,2,6077
82126,San Martín,3,6928
82126,San Martín,4,7217
82126,San Martín,5,28864
82126,San Martín,6,13036
82133,Vera,1,4985
82133,Vera,2,5622
82133,Vera,3,6460
82133,Vera,4,7363
82133,Vera,5,22784
82133,Vera,6,8249
86007,Aguirre,1,804
86007,Aguirre,2,908
86007,Aguirre,3,1097
86007,Aguirre,4,1286
86007,Aguirre,5,3604
86007,Aguirre,6,1260
86014,Alberdi,1,2298
86014,Alberdi,2,2442
86014,Alberdi,3,2781
86014,Alberdi,4,3117
86014,Alberdi,5,7495
86014,Alberdi,6,1971
86021,Atamisqui,1,1520
86021,Atamisqui,2,1820
86021,Atamisqui,3,2228
86021,Atamisqui,4,2135
86021,Atamisqui,5,5375
86021,Atamisqui,6,1816
86028,Avellaneda,1,2758
86028,Avellaneda,2,3000
86028,Avellaneda,3,3758
86028,Avellaneda,4,3873
86028,Avellaneda,5,9267
86028,Avellaneda,6,2806
86035,Banda,1,16118
86035,Banda,2,18598
86035,Banda,3,20112
86035,Banda,4,23910
86035,Banda,5,70393
86035,Banda,6,21270
86042,Belgrano,1,1033
86042,Belgrano,2,1115
86042,Belgrano,3,1252
86042,Belgrano,4,1475
86042,Belgrano,5,4645
86042,Belgrano,6,1289
86049,Capital,1,26352
86049,Capital,2,31921
86049,Capital,3,35687
86049,Capital,4,46116
86049,Capital,5,144434
86049,Capital,6,44314
86056,Copo,1,3908
86056,Copo,2,4205
86056,Copo,3,5128
86056,Copo,4,5243
86056,Copo,5,13508
86056,Copo,6,3661
86063,Choya,1,3746
86063,Choya,2,4467
86063,Choya,3,5329
86063,Choya,4,5537
86063,Choya,5,17863
86063,Choya,6,6750
86070,Figueroa,1,2127
86070,Figueroa,2,2373
86070,Figueroa,3,2901
86070,Figueroa,4,2955
86070,Figueroa,5,7298
86070,Figueroa,6,2592
86077,General Taboada,1,4772
86077,General Taboada,2,5109
86077,General Taboada,3,6327
86077,General Taboada,4,6595
86077,General Taboada,5,18274
86077,General Taboada,6,5227
86084,Guasayán,1,900
86084,Guasayán,2,929
86084,Guasayán,3,1107
86084,Guasayán,4,1196
86084,Guasayán,5,3675
86084,Guasayán,6,1444
86091,Jiménez,1,1847
86091,Jiménez,2,1990
86091,Jiménez,3,2441
86091,Jiménez,4,2554
86091,Jiménez,5,7278
86091,Jiménez,6,2512
86098,Juan Felipe Ibarra,1,2152
86098,Juan Felipe Ibarra,2,2575
86098,Juan Felipe Ibarra,3,3014
