ID_DEPTO,Area,ID_Grupo_Etario,Casos
14035,General Roca,2,3263
14035,General Roca,3,3903
14035,General Roca,4,4016
14035,General Roca,5,15374
14035,General Roca,6,6603
14042,General San Martín,1,12494
14042,General San Martín,2,14299
14042,General San Martín,3,16119
14042,General San Martín,4,18688
14042,General San Martín,5,65601
14042,General San Martín,6,25196
14049,Ischilín,1,3125
14049,Ischilín,2,3562
14049,Ischilín,3,4456
14049,Ischilín,4,4431
14049,Ischilín,5,14377
14049,Ischilín,6,6072
14056,Juárez Celman,1,5605
14056,Juárez Celman,2,6415
14056,Juárez Celman,3,7384
14056,Juárez Celman,4,8051
14056,Juárez Celman,5,29244
14056,Juárez Celman,6,11618
14063,Marcos Juárez,1,7791
14063,Marcos Juárez,2,9153
14063,Marcos Juárez,3,10574
14063,Marcos Juárez,4,11296
14063,Marcos Juárez,5,45949
14063,Marcos Juárez,6,22523
14070,Minas,1,371
14070,Minas,2,424
14070,Minas,3,529
14070,Minas,4,596
14070,Minas,5,1942
14070,Minas,6,993
14077,Pocho,1,377
14077,Pocho,2,399
14077,Pocho,3,544
14077,Pocho,4,597
14077,Pocho,5,2052
14077,Pocho,6,1101
14084,Presidente Roque Sáenz Peña,1,2907
14084,Presidente Roque Sáenz Peña,2,3515
14084,Presidente Roque Sáenz Peña,3,4141
14084,Presidente Roque Sáenz Peña,4,4129
14084,Presidente Roque Sáenz Peña,5,15561
14084,Presidente Roque Sáenz Peña,6,7298
14091,Punilla,1,15214
14091,Punilla,2,19630
14091,Punilla,3,23311
14091,Punilla,4,24238
14091,Punilla,5,94397
14091,Punilla,6,42704
14098,Río Cuarto,1,21670
14098,Río Cuarto,2,24667
14098,Río Cuarto,3,28427
14098,Río Cuarto,4,33825
14098,Río Cuarto,5,119012
14098,Río Cuarto,6,50378
14105,Río Primero,1,5303
14105,Río Primero,2,5663
14105,Río Primero,3,6638
14105,Río Primero,4,7698
14105,Río Primero,5,24046
14105,Río Primero,6,8833
14112,Río Seco,1,1324
14112,Río Seco,2,1591
14112,Río Seco,3,1918
14112,Río Seco,4,1990
14112,Río Seco,5,6173
14112,Río Seco,6,2279
14119,Río Segundo,1,8823
14119,Río Segundo,2,10379
14119,Río Segundo,3,12099
14119,Río Segundo,4,13898
14119,Río Segundo,5,48565
14119,Río Segundo,6,19547
14126,San Alberto,1,3328
14126,San Alberto,2,3968
14126,San Alberto,3,4656
14126,San Alberto,4,5144
14126,San Alberto,5,17777
14126,San Alberto,6,7156
14133,San Javier,1,4809
14133,San Javier,2,6034
14133,San Javier,3,6847
14133,San Javier,4,7174
14133,San Javier,5,27036
14133,San Javier,6,10800
14140,San Justo,1,17737
14140,San Justo,2,20783
14140,San Justo,3,24859
14140,San Justo,4,26731
14140,San Justo,5,97931
14140,San Justo,6,40910
14147,Santa María,1,12002
14147,Santa María,2,14361
14147,Santa María,3,15614
14147,Santa María,4,15880
14147,Santa María,5,60318
14147,Santa María,6,20837
14154,Sobremonte,1,345
14154,Sobremonte,2,401
14154,Sobremonte,3,541
14154,Sobremonte,4,552
14154,Sobremonte,5,1810
14154,Sobremonte,6,732
14161,Tercero Arriba,1,9114
14161,Tercero Arriba,2,10870
14161,Tercero Arriba,3,12405
14161,Tercero Arriba,4,13490
14161,Tercero Arriba,5,50717
14161,Tercero Arriba,6,23611
14168,Totoral,1,1943
14168,Totoral,2,2217
14168,Totoral,3,2670
14168,Totoral,4,2787
14168,Totoral,5,9601
14168,Totoral,6,3255
14175,Tulumba,1,1158
14175,Tulumba,2,1209
14175,Tulumba,3,1507
14175,Tulumba,4,1780
14175,Tulumba,5,5677
14175,Tulumba,6,2761
14182,Unión,1,8748
14182,Unión,2,10277
14182,Unión,3,12072
14182,Unión,4,12950
14182,Unión,5,47827
14182,Unión,6,21761
18007,Bella Vista,1,4397
18007,Bella Vista,2,4808
18007,Bella Vista,3,5139
18007,Bella Vista,4,5817
18007,Bella Vista,5,18139
18007,Bella Vista,6,6069
18014,Berón de Astrada,1,231
18014,Berón de Astrada,2,265
18014,Berón de Astrada,3,324
18014,Berón de Astrada,4,408
18014,Berón de Astrada,5,1158
18014,Berón de Astrada,6,422
18021,Capital,1,35160
18021,Capital,2,40888
18021,Capital,3,47679
18021,Capital,4,62616
18021,Capital,5,189632
18021,Capital,6,61471
18028,Concepción,1,2791
18028,Concepción,2,3184
18028,Concepción,3,3682
18028,Concepción,4,3898
18028,Concepción,5,9893
18028,Concepción,6,2822
18035,Curuzú Cuatiá,1,4649
18035,Curuzú Cuatiá,2,5255
18035,Curuzú Cuatiá,3,6224
18035,Curuzú Cuatiá,4,6554
18035,Curuzú Cuatiá,5,20495
18035,Curuzú Cuatiá,6,8312
18042,Empedrado,1,1574
18042,Empedrado,2,1754
18042,Empedrado,3,2082
18042,Empedrado,4,2477
18042,Empedrado,5,7490
18042,Empedrado,6,2571
18049,Esquina,1,3662
18049,Esquina,2,4138
18049,Esquina,3,4927
18049,Esquina,4,5253
18049,Esquina,5,15221
18049,Esquina,6,5967
18056,General Alvear,1,873
18056,General Alvear,2,896
18056,General Alvear,3,1126
18056,General Alvear,4,1148
18056,General Alvear,5,3524
18056,General Alvear,6,1484
18063,General Paz,1,1425
18063,General Paz,2,1615
18063,General Paz,3,1937
18063,General Paz,4,2224
18063,General Paz,5,6909
18063,General Paz,6,2906
18070,Goya,1,9035
18070,Goya,2,10905
18070,Goya,3,12844
18070,Goya,4,13499
18070,Goya,5,43558
18070,Goya,6,16382
18077,Itatí,1,1136
18077,Itatí,2,1276
18077,Itatí,3,1379
18077,Itatí,4,1528
18077,Itatí,5,4699
18077,Itatí,6,1928
18084,Ituzaingó,1,3816
18084,Ituzaingó,2,4200
18084,Ituzaingó,3,4751
18084,Ituzaingó,4,5197
18084,Ituzaingó,5,15781
18084,Ituzaingó,6,5022
18091,Lavalle,1,4432
18091,Lavalle,2,4752
18091,Lavalle,3,5177
18091,Lavalle,4,5927
18091,Lavalle,5,15561
18091,Lavalle,6,4557
18098,Mburucuyá,1,1002
18098,Mburucuyá,2,1108
18098,Mburucuyá,3,1439
18098,Mburucuyá,4,1563
18098,Mburucuyá,5,4547
18098,Mburucuyá,6,1882
18105,Mercedes,1,4965
18105,Mercedes,2,5266
18105,Mercedes,3,5536
18105,Mercedes,4,6685
18105,Mercedes,5,20353
18105,Mercedes,6,7002
18112,Monte Caseros,1,4116
18112,Monte Caseros,2,4648
18112,Monte Caseros,3,5272
18112,Monte Caseros,4,5944
18112,Monte Caseros,5,18528
18112,Monte Caseros,6,7094
18119,Paso de los Libres,1,5442
18119,Paso de los Libres,2,6353
18119,Paso de los Libres,3,7503
18119,Paso de los Libres,4,7010
18119,Paso de los Libres,5,22965
18119,Paso de los Libres,6,7505
18126,Saladas,1,2703
18126,Saladas,2,3024
18126,Saladas,3,3676
18126,Saladas,4,4075
18126,Saladas,5,11607
18126,Saladas,6,4041
18133,San Cosme,1,1633
18133,San Cosme,2,1882
18133,San Cosme,3,2017
18133,San Cosme,4,2476
18133,San Cosme,5,8637
18133,San Cosme,6,3034
18140,San Luis del Palmar,1,1862
18140,San Luis del Palmar,2,2025
18140,San Luis del Palmar,3,2496
18140,San Luis del Palmar,4,2901
18140,San Luis del Palmar,5,8838
18140,San Luis del Palmar,6,3259
18147,San Martín,1,1512
18147,San Martín,2,1702
18147,San Martín,3,1972
18147,San Martín,4,1872
18147,San Martín,5,5925
18147,San Martín,6,2181
18154,San Miguel,1,1287
18154,San Miguel,2,1498
18154,San Miguel,3,1740
18154,San Miguel,4,1880
18154,San Miguel,5,4634
18154,San Miguel,6,1661
18161,San Roque,1,2171
18161,San Roque,2,2315
18161,San Roque,3,2767
18161,San Roque,4,3291
18161,San Roque,5,8928
18161,San Roque,6,3210
18168,Santo Tomé,1,6984
18168,Santo Tomé,2,8046
18168,Santo Tomé,3,9133
18168,Santo Tomé,4,11038
18168,Santo Tomé,5,28569
18168,Santo Tomé,6,8152
18175,Sauce,1,922
18175,Sauce,2,1061
18175,Sauce,3,1304
18175,Sauce,4,1351
18175,Sauce,5,4039
18175,Sauce,6,1705
22007,Almirante Brown,1,4089
22007,Almirante Brown,2,4305
22007,Almirante Brown,3,5388
22007,Almirante Brown,4,5589
22007,Almirante Brown,5,14877
22007,Almirante Brown,6,3546
22014,Bermejo,1,2560
22014,Bermejo,2,2968
22014,Bermejo,3,3256
22014,Bermejo,4,3806
22014,Bermejo,5,11355
22014,Bermejo,6,4115
22021,Comandante Fernández,1,8579
22021,Comandante Fernández,2,10417
22021,Comandante Fernández,3,12481
22021,Comandante Fernández,4,13914
22021,Comandante Fernández,5,42330
22021,Comandante Fernández,6,13365
22028,Chacabuco,1,3114
22028,Chacabuco,2,3571
22028,Chacabuco,3,3737
22028,Chacabuco,4,4657
22028,Chacabuco,5,14828
22028,Chacabuco,6,4586
22036,12 de Octubre,1,2262
22036,12 de Octubre,2,2450
22036,12 de Octubre,3,2724
22036,12 de Octubre,4,3399
22036,12 de Octubre,5,9658
22036,12 de Octubre,6,2686
22039,2 de Abril,1,745
22039,2 de Abril,2,783
22039,2 de Abril,3,880
22039,2 de Abril,4,1115
22039,2 de Abril,5,3658
22039,2 de Abril,6,1129
22043,Fray Justo Santa María de Oro,1,968
22043,Fray Justo Santa María de Oro,2,1106
22043,Fray Justo Santa María de Oro,3,1238
22043,Fray Justo Santa María de Oro,4,1441
22043,Fray Justo Santa María de Oro,5,4437
22043,Fray Justo Santa María de Oro,6,1453
22049,General Belgrano,1,1411
22049,General Belgrano,2,1466
22049,General Belgrano,3,1702
22049,General Belgrano,4,1920
22049,General Belgrano,5,4908
22049,General Belgrano,6,1400
22056,General Donovan,1,1285
22056,General Donovan,2,1538
22056,General Donovan,3,1769
22056,General Donovan,4,2088
22056,General Donovan,5,6384
22056,General Donovan,6,1997
22063,General Güemes,1,6921
22063,General Güemes,2,8259
22063,General Güemes,3,8792
22063,General Güemes,4,10126
22063,General Güemes,5,27961
22063,General Güemes,6,6370
22070,Independencia,1,2318
22070,Independencia,2,2577
22070,Independencia,3,3219
22070,Independencia,4,3077
22070,Independencia,5,8488
22070,Independencia,6,2269
22077,Libertad,1,1282
22077,Libertad,2,1476
22077,Libertad,3,1563
22077,Libertad,4,1870
22077,Libertad,5,5900
22077,Libertad,6,1684
22084,Libertador General San Martín,1,6514
22084,Libertador General San Martín,2,7273
22084,Libertador General San Martín,3,8036
22084,Libertador General San Martín,4,9295
22084,Libertador General San Martín,5,26446
22084,Libertador General San Martín,6,7740
22091,Maipú,1,2701
22091,Maipú,2,3024
22091,Maipú,3,3220
22091,Maipú,4,3739
22091,Maipú,5,10565
22091,Maipú,6,3105
22098,Mayor Luis J. Fontana,1,5880
22098,Mayor Luis J. Fontana,2,6579
22098,Mayor Luis J. Fontana,3,6893
22098,Mayor Luis J. Fontana,4,7942
22098,Mayor Luis J. Fontana,5,25001
22098,Mayor Luis J. Fontana,6,7503
22105,9 de Julio,1,2987
22105,9 de Julio,2,3073
22105,9 de Julio,3,3552
22105,9 de Julio,4,3892
22105,9 de Julio,5,12710
22105,9 de Julio,6,4009
22112,O'Higgins,1,2090
22112,O'Higgins,2,2597
22112,O'Higgins,3,2996
22112,O'Higgins,4,3162
22112,O'Higgins,5,8380
22112,O'Higgins,6,2319
22119,Presidencia de la Plaza,1,1353
22119,Presidencia de la Plaza,2,1578
22119,Presidencia de la Plaza,3,1785
22119,Presidencia de la Plaza,4,1992
22119,Presidencia de la Plaza,5,5554
22119,Presidencia de la Plaza,6,1676
22126,1º de Mayo,1,1360
22126,1º de Mayo,2,1577
22126,1º de Mayo,3,1495
22126,1º de Mayo,4,1921
22126,1º de Mayo,5,6104
22126,1º de Mayo,6,1808
22133,Quitilipi,1,3168
22133,Quitilipi,2,3266
22133,Quitilipi,3,4092
22133,Quitilipi,4,4430
22133,Quitilipi,5,13070
22133,Quitilipi,6,4404
22140,San Fernando,1,31821
22140,San Fernando,2,38963
22140,San Fernando,3,43342
22140,San Fernando,4,55541
22140,San Fernando,5,186383
22140,San Fernando,6,57714
22147,San Lorenzo,1,1707
22147,San Lorenzo,2,1818
22147,San Lorenzo,3,1995
22147,San Lorenzo,4,2282
22147,San Lorenzo,5,6394
22147,San Lorenzo,6,1849
22154,Sargento Cabral,1,1769
22154,Sargento Cabral,2,1978
22154,Sargento Cabral,3,2220
22154,Sargento Cabral,4,2797
22154,Sargento Cabral,5,7508
22154,Sargento Cabral,6,2424
22161,Tapenagá,1,394
22161,Tapenagá,2,437
22161,Tapenagá,3,510
22161,Tapenagá,4,551
22161,Tapenagá,5,1696
22161,Tapenagá,6,463
22168,25 de Mayo,1,3301
22168,25 de Mayo,2,3902
22168,25 de Mayo,3,4429
22168,25 de Mayo,4,4550
22168,25 de Mayo,5,12722
22168,25 de Mayo,6,3702
26007,Biedma,1,8111
26007,Biedma,2,10375
26007,Biedma,3,12276
26007,Biedma,4,12391
26007,Biedma,5,46438
26007,Biedma,6,13215
26014,Cushamen,1,2022
26014,Cushamen,2,2754
26014,Cushamen,3,3172
26014,Cushamen,4,2893
26014,Cushamen,5,12947
26014,Cushamen,6,4311
26021,Escalante,1,16668
26021,Escalante,2,21521
26021,Escalante,3,23941
26021,Escalante,4,25012
26021,Escalante,5,98682
26021,Escalante,6,29005
26028,Florentino Ameghino,1,175
26028,Florentino Ameghino,2,189
26028,Florentino Ameghino,3,189
26028,Florentino Ameghino,4,200
26028,Florentino Ameghino,5,812
26028,Florentino Ameghino,6,217
26035,Futaleufú,1,3522
26035,Futaleufú,2,4856
26035,Futaleufú,3,5502
26035,Futaleufú,4,5594
26035,Futaleufú,5,23126
26035,Futaleufú,6,7365
26042,Gaiman,1,998
26042,Gaiman,2,1179
26042,Gaiman,3,1461
26042,Gaiman,4,1479
26042,Gaiman,5,5406
26042,Gaiman,6,1982
26049,Gastre,1,83
26049,Gastre,2,90
26049,Gastre,3,115
26049,Gastre,4,106
26049,Gastre,5,577
26049,Gastre,6,210
26056,Languiñeo,1,236
26056,Languiñeo,2,257
26056,Languiñeo,3,309
26056,Languiñeo,4,305
26056,Languiñeo,5,1273
26056,Languiñeo,6,482
26063,Mártires,1,64
26063,Mártires,2,60
26063,Mártires,3,68
26063,Mártires,4,70
26063,Mártires,5,335
26063,Mártires,6,147
26070,Paso de Indios,1,137
26070,Paso de Indios,2,160
26070,Paso de Indios,3,178
26070,Paso de Indios,4,237
26070,Paso de Indios,5,883
26070,Paso de Indios,6,287
26077,Rawson,1,10491
26077,Rawson,2,13418
26077,Rawson,3,15650
26077,Rawson,4,16904
26077,Rawson,5,65727
26077,Rawson,6,22230
26084,Río Senguer,1,565
26084,Río Senguer,2,638
26084,Río Senguer,3,625
26084,Río Senguer,4,829
26084,Río Senguer,5,2811
26084,Río Senguer,6,879
26091,Sarmiento,1,1344
26091,Sarmiento,2,1701
26091,Sarmiento,3,1804
26091,Sarmiento,4,1799
26091,Sarmiento,5,6277
26091,Sarmiento,6,1552
26098,Tehuelches,1,464
26098,Tehuelches,2,643
26098,Tehuelches,3,657
26098,Tehuelches,4,611
26098,Tehuelches,5,2704
26098,Tehuelches,6,868
26105,Telsen,1,117
26105,Telsen,2,144
26105,Telsen,3,174
26105,Telsen,4,167
26105,Telsen,5,718
26105,Telsen,6,288
30008,Colón,1,5907
30008,Colón,2,6990
30008,Colón,3,7913
30008,Colón,4,8608
30008,Colón,5,32579
30008,Colón,6,12893
30015,Concordia,1,17901
30015,Concordia,2,21468
30015,Concordia,3,23202
30015,Concordia,4,26082
30015,Concordia,5,81391
30015,Concordia,6,27559
30021,Diamante,1,3847
30021,Diamante,2,4458
30021,Diamante,3,5162
30021,Diamante,4,6778
30021,Diamante,5,22528
30021,Diamante,6,9539
30028,Federación,1,6876
30028,Federación,2,7982
30028,Federación,3,8706
30028,Federación,4,9647
30028,Federación,5,33739
30028,Federación,6,11314
30035,Federal,1,2629
30035,Federal,2,2860
30035,Federal,3,3251
30035,Federal,4,4037
30035,Federal,5,12370
30035,Federal,6,4289
30042,Feliciano,1,1461
30042,Feliciano,2,1726
30042,Feliciano,3,2028
30042,Feliciano,4,2372
30042,Feliciano,5,6927
30042,Feliciano,6,2203
30049,Gualeguay,1,4529
30049,Gualeguay,2,5466
30049,Gualeguay,3,6180
30049,Gualeguay,4,6480
30049,Gualeguay,5,24209
30049,Gualeguay,6,9932
30056,Gualeguaychú,1,9410
30056,Gualeguaychú,2,11769
30056,Gualeguaychú,3,13659
30056,Gualeguaychú,4,14000
30056,Gualeguaychú,5,54222
30056,Gualeguaychú,6,22116
30063,Islas del Ibicuy,1,1271
30063,Islas del Ibicuy,2,1534
30063,Islas del Ibicuy,3,1747
30063,Islas del Ibicuy,4,1826
30063,Islas del Ibicuy,5,5761
30063,Islas del Ibicuy,6,1845
30070,La Paz,1,6549
30070,La Paz,2,7842
30070,La Paz,3,8762
30070,La Paz,4,9983
30070,La Paz,5,30641
30070,La Paz,6,11494
30077,Nogoyá,1,3364
30077,Nogoyá,2,4082
30077,Nogoyá,3,4610
30077,Nogoyá,4,4986
30077,Nogoyá,5,18022
30077,Nogoyá,6,7890
30084,Paraná,1,27975
30084,Paraná,2,35139
30084,Paraná,3,39844
30084,Paraná,4,48347
30084,Paraná,5,172234
30084,Paraná,6,65177
30088,San Salvador,1,1743
30088,San Salvador,2,2142
30088,San Salvador,3,2515
30088,San Salvador,4,2497
30088,San Salvador,5,8614
30088,San Salvador,6,3275
30091,Tala,1,2477
30091,Tala,2,3068
30091,Tala,3,3496
30091,Tala,4,3585
30091,Tala,5,12714
30091,Tala,6,5751
30098,Uruguay,1,8632
30098,Uruguay,2,10712
30098,Uruguay,3,12820
30098,Uruguay,4,14615
30098,Uruguay,5,48881
30098,Uruguay,6,19856
30105,Victoria,1,3123
30105,Victoria,2,3601
30105,Victoria,3,4287
30105,Victoria,4,4683
30105,Victoria,5,17585
30105,Victoria,6,7022
30113,Villaguay,1,4679
30113,Villaguay,2,5389
30113,Villaguay,3,6314
30113,Villaguay,4,7362
30113,Villaguay,5,22594
30113,Villaguay,6,8946
34007,Bermejo,1,1763
34007,Bermejo,2,2028
34007,Bermejo,3,2207
34007,Bermejo,4,2281
34007,Bermejo,5,5814
34007,Bermejo,6,1507
34014,Formosa,1,21127
34014,Formosa,2,26493
34014,Formosa,3,30652
34014,Formosa,4,36608
34014,Formosa,5,117439
34014,Formosa,6,36253
34021,Laishi,1,1725
34021,Laishi,2,2095
34021,Laishi,3,2631
34021,Laishi,4,2545
34021,Laishi,5,7637
34021,Laishi,6,2642
34028,Matacos,1,1918
34028,Matacos,2,2143
34028,Matacos,3,2420
34028,Matacos,4,2478
34028,Matacos,5,6721
34028,Matacos,6,1337
34035,Patiño,1,8070
34035,Patiño,2,9940
34035,Patiño,3,10400
34035,Patiño,4,11263
34035,Patiño,5,31699
34035,Patiño,6,10228
34042,Pilagás,1,1864
34042,Pilagás,2,2181
34042,Pilagás,3,2467
34042,Pilagás,4,2292
34042,Pilagás,5,7551
34042,Pilagás,6,2734
34049,Pilcomayo,1,8934
34049,Pilcomayo,2,10260
34049,Pilcomayo,3,11076
34049,Pilcomayo,4,11880
34049,Pilcomayo,5,37640
34049,Pilcomayo,6,14326
34056,Pirané,1,6830
34056,Pirané,2,8111
34056,Pirané,3,9246
34056,Pirané,4,9208
34056,Pirané,5,28629
34056,Pirané,6,10536
34063,Ramón Lista,1,2421
34063,Ramón Lista,2,2783
34063,Ramón Lista,3,3034
34063,Ramón Lista,4,2888
34063,Ramón Lista,5,5828
34063,Ramón Lista,6,724
38007,Cochinoca,1,1322
38007,Cochinoca,2,1685
38007,Cochinoca,3,2099
38007,Cochinoca,4,2225
38007,Cochinoca,5,5848
38007,Cochinoca,6,1819
38014,El Carmen,1,11018
38014,El Carmen,2,13356
38014,El Carmen,3,15219
38014,El Carmen,4,17311
38014,El Carmen,5,51417
38014,El Carmen,6,13938
38021,Dr. Manuel Belgrano,1,23048
38021,Dr. Manuel Belgrano,2,31256
38021,Dr. Manuel Belgrano,3,34888
38021,Dr. Manuel Belgrano,4,39589
38021,Dr. Manuel Belgrano,5,142751
38021,Dr. Manuel Belgrano,6,47937
38028,Humahuaca,1,1752
38028,Humahuaca,2,2442
38028,Humahuaca,3,2816
38028,Humahuaca,4,2741
38028,Humahuaca,5,8578
38028,Humahuaca,6,2548
38035,Ledesma,1,8147
38035,Ledesma,2,9746
38035,Ledesma,3,11270
38035,Ledesma,4,12246
38035,Ledesma,5,40321
38035,Ledesma,6,12402
38042,Palpalá,1,4800
38042,Palpalá,2,6551
38042,Palpalá,3,7631
38042,Palpalá,4,8318
38042,Palpalá,5,28502
38042,Palpalá,6,9720
38049,Rinconada,1,170
38049,Rinconada,2,241
38049,Rinconada,3,238
38049,Rinconada,4,198
38049,Rinconada,5,680
38049,Rinconada,6,270
38056,San Antonio,1,539
38056,San Antonio,2,699
38056,San Antonio,3,738
38056,San Antonio,4,855
38056,San Antonio,5,3061
38056,San Antonio,6,837
38063,San Pedro,1,7205
38063,San Pedro,2,9254
38063,San Pedro,3,10031
38063,San Pedro,4,11314
38063,San Pedro,5,37604
38063,San Pedro,6,12829
38070,Santa Bárbara,1,1905
38070,Santa Bárbara,2,2399
38070,Santa Bárbara,3,2601
38070,Santa Bárbara,4,2945
38070,Santa Bárbara,5,8301
38070,Santa Bárbara,6,2346
38077,Santa Catalina,1,282
38077,Santa Catalina,2,302
38077,Santa Catalina,3,352
38077,Santa Catalina,4,369
38077,Santa Catalina,5,944
38077,Santa Catalina,6,392
38084,Susques,1,439
38084,Susques,2,527
38084,Susques,3,560
38084,Susques,4,636
38084,Susques,5,1447
38084,Susques,6,357
38094,Tilcara,1,1063
38094,Tilcara,2,1549
38094,Tilcara,3,1803
38094,Tilcara,4,1950
38094,Tilcara,5,6390
38094,Tilcara,6,1866
38098,Tumbaya,1,375
38098,Tumbaya,2,534
38098,Tumbaya,3,565
38098,Tumbaya,4,765
38098,Tumbaya,5,2253
38098,Tumbaya,6,806
38105,Valle Grande,1,194
38105,Valle Grande,2,276
38105,Valle Grande,3,329
38105,Valle Grande,4,334
38105,Valle Grande,5,1000
38105,Valle Grande,6,357
38112,Yavi,1,2367
38112,Yavi,2,2773
38112,Yavi,3,3272
38112,Yavi,4,3549
38112,Yavi,5,10607
38112,Yavi,6,3263
42007,Atreucó,1,769
42007,Atreucó,2,980
42007,Atreucó,3,1168
42007,Atreucó,4,1064
42007,Atreucó,5,4852
42007,Atreucó,6,2220
42014,Caleu Caleu,1,194
42014,Caleu Caleu,2,272
42014,Caleu Caleu,3,336
42014,Caleu Caleu,4,262
42014,Caleu Caleu,5,1136
42014,Caleu Caleu,6,411
42021,Capital,1,8258
42021,Capital,2,11128
42021,Capital,3,12701
42021,Capital,4,13610
42021,Capital,5,52653
42021,Capital,6,20154
42028,Catriló,1,648
42028,Catriló,2,880
42028,Catriló,3,933
42028,Catriló,4,918
42028,Catriló,5,3521
42028,Catriló,6,1325
42035,Conhelo,1,1023
42035,Conhelo,2,1345
42035,Conhelo,3,1449
42035,Conhelo,4,1489
42035,Conhelo,5,6679
42035,Conhelo,6,3109
42042,Curacó,1,99
42042,Curacó,2,100
42042,Curacó,3,115
42042,Curacó,4,98
42042,Curacó,5,495
42042,Curacó,6,196
42049,Chalileo,1,201
42049,Chalileo,2,305
42049,Chalileo,3,319
42049,Chalileo,4,304
42049,Chalileo,5,1284
42049,Chalileo,6,455
42056,Chapaleufú,1,960
42056,Chapaleufú,2,1149
42056,Chapaleufú,3,1340
42056,Chapaleufú,4,1304
42056,Chapaleufú,5,5205
42056,Chapaleufú,6,2319
42063,Chical Co,1,110
42063,Chical Co,2,150
42063,Chical Co,3,193
42063,Chical Co,4,163
42063,Chical Co,5,633
42063,Chical Co,6,212
42070,Guatraché,1,690
42070,Guatraché,2,756
42070,Guatraché,3,965
42070,Guatraché,4,924
42070,Guatraché,5,3930
42070,Guatraché,6,2132
42077,Hucal,1,486
42077,Hucal,2,590
42077,Hucal,3,720
42077,Hucal,4,669
42077,Hucal,5,3379
42077,Hucal,6,1869
42084,Lihuel Calel,1,39
42084,Lihuel Calel,2,46
42084,Lihuel Calel,3,50
42084,Lihuel Calel,4,37
42084,Lihuel Calel,5,192
42084,Lihuel Calel,6,64
42091,Limay Mahuida,1,33
42091,Limay Mahuida,2,42
42091,Limay Mahuida,3,28
42091,Limay Mahuida,4,42
42091,Limay Mahuida,5,186
42091,Limay Mahuida,6,82
42098,Loventué,1,647
42098,Loventué,2,835
42098,Loventué,3,1016
42098,Loventué,4,975
42098,Loventué,5,4061
42098,Loventué,6,1709
42105,Maracó,1,5292
42105,Maracó,2,6549
42105,Maracó,3,7418
42105,Maracó,4,8468
42105,Maracó,5,29915
42105,Maracó,6,11425
42112,Puelén,1,1095
42112,Puelén,2,1350
42112,Puelén,3,1404
42112,Puelén,4,1383
42112,Puelén,5,5141
42112,Puelén,6,1263
42119,Quemú Quemú,1,600
42119,Quemú Quemú,2,699
42119,Quemú Quemú,3,933
42119,Quemú Quemú,4,836
42119,Quemú Quemú,5,3594
42119,Quemú Quemú,6,1742
42126,Rancul,1,853
42126,Rancul,2,1070
42126,Rancul,3,1375
42126,Rancul,4,1125
42126,Rancul,5,4691
42126,Rancul,6,1976
42133,Realicó,1,1232
42133,Realicó,2,1651
42133,Realicó,3,1945
42133,Realicó,4,1744
42133,Realicó,5,7402
42133,Realicó,6,3382
42140,Toay,1,1540
42140,Toay,2,2073
42140,Toay,3,2136
42140,Toay,4,1819
42140,Toay,5,8298
42140,Toay,6,2061
42147,Trenel,1,435
42147,Trenel,2,506
42147,Trenel,3,569
42147,Trenel,4,565
42147,Trenel,5,2477
42147,Trenel,6,1085
42154,Utracán,1,1321
42154,Utracán,2,1797
42154,Utracán,3,1955
42154,Utracán,4,1956
42154,Utracán,5,7744
42154,Utracán,6,2913
46007,Arauco,1,1353
46007,Arauco,2,1645
46007,Arauco,3,1863
46007,Arauco,4,2263
46007,Arauco,5,7009
46007,Arauco,6,2118
46014,Capital,1,15697
46014,Capital,2,19946
46014,Capital,3,23880
46014,Capital,4,31996
46014,Capital,5,93906
46014,Capital,6,25082
46021,Castro Barros,1,409
46021,Castro Barros,2,538
46021,Castro Barros,3,599
46021,Castro Barros,4,627
46021,Castro Barros,5,2572
46021,Castro Barros,6,1065
46028,General Felipe Varela,1,829
46028,General Felipe Varela,2,1078
46028,General Felipe Varela,3,1172
46028,General Felipe Varela,4,1468
46028,General Felipe Varela,5,5104
46028,General Felipe Varela,6,1720
46035,Chamical,1,1307
46035,Chamical,2,1360
46035,Chamical,3,1701
46035,Chamical,4,2075
46035,Chamical,5,6788
46035,Chamical,6,2399
46042,Chilecito,1,4579
46042,Chilecito,2,6019
46042,Chilecito,3,7421
46042,Chilecito,4,7971
46042,Chilecito,5,25407
46042,Chilecito,6,7284
46049,Famatina,1,479
46049,Famatina,2,664
46049,Famatina,3,804
46049,Famatina,4,847
46049,Famatina,5,3034
46049,Famatina,6,1156
46056,Ángel Vicente Peñaloza,1,255
46056,Ángel Vicente Peñaloza,2,333
46056,Ángel Vicente Peñaloza,3,355
46056,Ángel Vicente Peñaloza,4,438
46056,Ángel Vicente Peñaloza,5,1338
46056,Ángel Vicente Peñaloza,6,465
46063,General Belgrano,1,621
46063,General Belgrano,2,677
46063,General Belgrano,3,835
46063,General Belgrano,4,1028
46063,General Belgrano,5,3185
46063,General Belgrano,6,1269
46070,General Juan Facundo Quiroga,1,337
46070,General Juan Facundo Quiroga,2,362
46070,General Juan Facundo Quiroga,3,461
46070,General Juan Facundo Quiroga,4,528
46070,General Juan Facundo Quiroga,5,1701
46070,General Juan Facundo Quiroga,6,624
46077,General Lamadrid,1,158
46077,General Lamadrid,2,164
