Cueanexo,ID_DEPTO
20074100,02000
20074200,02000
20074300,02000
20074400,02000
20074500,02000
20074600,02000
20074700,02000
20074800,02000
20074900,02000
20075100,02000
20075300,02000
20075500,02000
20075600,02000
20075700,02000
20075800,02000
20076000,02000
20076100,02000
20076200,02000
20076300,02000
20076500,02000
20076600,02000
20076700,02000
20076800,02000
20076900,02000
20077000,02000
20077200,02000
20077400,02000
20077500,02000
20077600,02000
20077800,02000
20077900,02000
20078000,02000
20078100,02000
20078300,02000
20078400,02000
20078500,02000
20078600,02000
20078900,02000
20079000,02000
20079100,02000
20079400,02000
20079500,02000
20079700,02000
20079900,02000
20080000,02000
20080001,02000
20080002,02000
20080300,02000
20080500,02000
20080800,02000
20080900,02000
20081000,02000
20081100,02000
20081300,02000
20081400,02000
20081600,02000
20081800,02000
20082000,02000
20082200,02000
20082300,02000
20082400,02000
20082500,02000
20082600,02000
20082800,02000
20082900,02000
20083000,02000
20083100,02000
20083200,02000
20083300,02000
20083400,02000
20083500,02000
20083800,02000
20083900,02000
20084000,02000
20084300,02000
20084500,02000
20084600,02000
20084800,02000
20084801,02000
20084802,02000
20084803,02000
20084804,02000
20084900,02000
20085000,02000
20085200,02000
20085400,02000
20085500,02000
20085600,02000
20085900,02000
20086000,02000
20086200,02000
20086400,02000
20086500,02000
20086600,02000
20086700,02000
20086800,02000
20086900,02000
20087000,02000
20087100,02000
20087200,02000
20087201,02000
20087202,02000
20087300,02000
20087400,02000
20087500,02000
20087600,02000
20087700,02000
20087800,02000
20087900,02000
20087902,02000
20087903,02000
20088000,02000
20088100,02000
20088200,02000
20088300,02000
20088400,02000
20088500,02000
20088600,02000
20088700,02000
20088800,02000
20088900,02000
20089000,02000
20089100,02000
20089200,02000
20089300,02000
20089400,02000
20089500,02000
20089501,02000
20089502,02000
20089600,02000
20089700,02000
20089800,02000
20089900,02000
20090100,02000
20090200,02000
20090300,02000
20090400,02000
20090600,02000
20090700,02000
20090900,02000
20091000,02000
20091100,02000
20091200,02000
20091400,02000
20091600,02000
20091800,02000
20092000,02000
20092100,02000
20092200,02000
20092500,02000
20092600,02000
20092700,02000
20092800,02000
20092900,02000
20093000,02000
20093001,02000
20093100,02000
20093101,02000
20093102,02000
20093103,02000
20093104,02000
20093105,02000
20093200,02000
20093300,02000
20093400,02000
20093500,02000
20093600,02000
20093800,02000
20093900,02000
20094000,02000
20094100,02000
20094200,02000
20094300,02000
20094400,02000
20094500,02000
20094700,02000
20094800,02000
20094900,02000
20095000,02000
20095100,02000
20095300,02000
20095400,02000
20095401,02000
20095402,02000
20095500,02000
20095600,02000
20095700,02000
20095800,02000
20095900,02000
20096000,02000
20096100,02000
20096200,02000
20096600,02000
20096700,02000
20096800,02000
20096900,02000
20097000,02000
20097100,02000
20097200,02000
20097300,02000
20097400,02000
20097500,02000
20097501,02000
20097502,02000
20097503,02000
20097600,02000
20097700,02000
20097800,02000
20097900,02000
20098200,02000
20098300,02000
20098400,02000
20098500,02000
20098600,02000
20098700,02000
20098800,02000
20098900,02000
20099000,02000
20099100,02000
20099200,02000
20099400,02000
20099600,02000
20099700,02000
20099800,02000
20099900,02000
20100000,02000
20100100,02000
20100400,02000
20100500,02000
20100700,02000
20100800,02000
20100900,02000
20101000,02000
20101100,02000
20101300,02000
20101400,02000
20101700,02000
20101900,02000
20102100,02000
20102400,02000
20102500,02000
20102600,02000
20102700,02000
20102900,02000
20103000,02000
20103600,02000
20103800,02000
20104000,02000
20104100,02000
20104400,02000
20104600,02000
20104700,02000
20104900,02000
20105000,02000
20105001,02000
20105002,02000
20105003,02000
20105100,02000
20105200,02000
20105300,02000
20105400,02000
20105700,02000
20105800,02000
20105801,02000
20105802,02000
20105803,02000
20105900,02000
20106200,02000
20106800,02000
20106900,02000
20107000,02000
20107400,02000
20107900,02000
20108000,02000
20108100,02000
20108200,02000
20108500,02000
20108600,02000
20108700,02000
20108800,02000
20109000,02000
20109100,02000
20109200,02000
20109300,02000
20109400,02000
20109500,02000
20109600,02000
20110200,02000
20110300,02000
20110400,02000
20110600,02000
20111100,02000
20111600,02000
20112100,02000
20112200,02000
20112400,02000
20112500,02000
20112600,02000
20112800,02000
20113200,02000
20113300,02000
20113400,02000
20113600,02000
20113700,02000
20113800,02000
20113900,02000
20114000,02000
20114600,02000
20114700,02000
20114800,02000
20114900,02000
20115100,02000
20115200,02000
20115300,02000
20115500,02000
20115800,02000
20116000,02000
20116100,02000
20116200,02000
20116500,02000
20116600,02000
20116700,02000
20116800,02000
20116900,02000
20117000,02000
20117100,02000
20117200,02000
20117300,02000
20117301,02000
20117302,02000
20117303,02000
20117304,02000
20117305,02000
20117400,02000
20117500,02000
20117600,02000
20117700,02000
20117800,02000
20118100,02000
20118200,02000
20118500,02000
20118600,02000
20118700,02000
20118800,02000
20118900,02000
20119000,02000
20119100,02000
20119200,02000
20119300,02000
20119400,02000
20119500,02000
20119600,02000
20119700,02000
20119800,02000
20119900,02000
20120100,02000
20120101,02000
20120102,02000
20120103,02000
20120200,02000
20120400,02000
20120600,02000
20120800,02000
20120900,02000
20121100,02000
20121101,02000
20121102,02000
20121200,02000
20121300,02000
20121400,02000
20121401,02000
20121500,02000
20121600,02000
20121700,02000
20121800,02000
20122000,02000
20122100,02000
20122200,02000
20122400,02000
20122500,02000
20122800,02000
20122900,02000
20123000,02000
20123100,02000
20123200,02000
20123300,02000
20123400,02000
20123700,02000
20123900,02000
20124000,02000
20124300,02000
20124500,02000
20124700,02000
20124800,02000
20125000,02000
20125100,02000
20125200,02000
20125300,02000
20125400,02000
20125500,02000
20125600,02000
20126000,02000
20126100,02000
20126200,02000
20126300,02000
20126400,02000
20126500,02000
20126600,02000
20126700,02000
20126800,02000
20126900,02000
20127000,02000
20127100,02000
20127200,02000
20127300,02000
20127600,02000
20127800,02000
20127802,02000
20127900,02000
20128000,02000
20128100,02000
20128400,02000
20128700,02000
20128800,02000
20129000,02000
20129100,02000
20129200,02000
20129400,02000
20129500,02000
20129600,02000
20129700,02000
20129800,02000
20129900,02000
20130000,02000
20130100,02000
20130200,02000
20130300,02000
20130400,02000
20130500,02000
20130600,02000
20130700,02000
20130705,02000
20130706,02000
20130707,02000
20130708,02000
20130800,02000
20130900,02000
20131000,02000
20131100,02000
20131200,02000
20131300,02000
20131400,02000
20131800,02000
20131900,02000
20132000,02000
20132100,02000
20132200,02000
20132300,02000
20132500,02000
20132501,02000
20132502,02000
20132503,02000
20132600,02000
20132800,02000
20132801,02000
20132900,02000
20132901,02000
20133000,02000
20133100,02000
20133200,02000
20133400,02000
20133500,02000
20133600,02000
20133700,02000
20133900,02000
20134000,02000
20134100,02000
20134200,02000
20134300,02000
20134400,02000
20134500,02000
20134600,02000
20134700,02000
20134800,02000
20135100,02000
20135200,02000
20135300,02000
20135400,02000
20135500,02000
20135700,02000
20136000,02000
20136100,02000
20136400,02000
20136500,02000
20136600,02000
20136700,02000
20136800,02000
20136900,02000
20136901,02000
20136902,02000
20136903,02000
20137000,02000
20137100,02000
20137200,02000
20137201,02000
20137202,02000
20137203,02000
20137300,02000
20137400,02000
20137500,02000
20137800,02000
20138100,02000
20138400,02000
20138600,02000
20138601,02000
20138602,02000
20139100,02000
20139200,02000
20139300,02000
20139400,02000
20139500,02000
20139700,02000
20139800,02000
20139900,02000
20140000,02000
20140100,02000
20140200,02000
20140300,02000
20140400,02000
20140500,02000
20140600,02000
20140800,02000
20140900,02000
20140903,02000
20140905,02000
20141000,02000
20141100,02000
20141400,02000
20141600,02000
20141900,02000
20142000,02000
20142200,02000
20143100,02000
20143200,02000
20143300,02000
20143400,02000
20143500,02000
20143600,02000
20144000,02000
20144100,02000
20144101,02000
20144102,02000
20144103,02000
20144200,02000
20144600,02000
20144800,02000
20144900,02000
20145300,02000
20145600,02000
20145700,02000
20145900,02000
20146700,02000
20146800,02000
20146900,02000
20147100,02000
20147101,02000
20147200,02000
20147300,02000
20147400,02000
20147500,02000
20147600,02000
20147800,02000
20147801,02000
20147802,02000
20147900,02000
20148000,02000
20148200,02000
20148300,02000
20148500,02000
20148600,02000
20148700,02000
20148900,02000
20149000,02000
20149400,02000
20149600,02000
20149700,02000
20149800,02000
20149900,02000
20150000,02000
20150100,02000
20150400,02000
20150500,02000
20150600,02000
20150700,02000
20150800,02000
20150900,02000
20151000,02000
20151100,02000
20151200,02000
20151300,02000
20151400,02000
20151600,02000
20151700,02000
20151800,02000
20151900,02000
20152000,02000
20152100,02000
20152200,02000
20152201,02000
20152202,02000
20152203,02000
20152204,02000
20152300,02000
20152400,02000
20152500,02000
20152600,02000
20152700,02000
20153000,02000
20153100,02000
20153200,02000
20153300,02000
20153400,02000
20153500,02000
20153600,02000
20153800,02000
20153900,02000
20154000,02000
20154100,02000
20154400,02000
20154401,02000
20154402,02000
20154403,02000
20154500,02000
20154501,02000
20154503,02000
20154600,02000
20154800,02000
20154900,02000
20155100,02000
20155101,02000
20155102,02000
20155200,02000
20155300,02000
20155400,02000
20155401,02000
20155500,02000
20155800,02000
20155900,02000
20156300,02000
20156500,02000
20156700,02000
20156900,02000
20156902,02000
20156903,02000
20157000,02000
20157100,02000
20157200,02000
20157400,02000
20157401,02000
20157402,02000
20157403,02000
20157500,02000
20157700,02000
20158000,02000
20158100,02000
20158300,02000
20158301,02000
20158400,02000
20158500,02000
20158600,02000
20158700,02000
20158701,02000
20158702,02000
20158800,02000
20158900,02000
20159100,02000
20159200,02000
20159201,02000
20159202,02000
20159203,02000
20159204,02000
20159205,02000
20159300,02000
20159301,02000
20159302,02000
20159500,02000
20159502,02000
20159600,02000
20159601,02000
20159602,02000
20159700,02000
20159701,02000
20159702,02000
20159703,02000
20160000,02000
20160100,02000
20160101,02000
20160102,02000
20160200,02000
20160300,02000
20160500,02000
20161000,02000
20161100,02000
20161500,02000
20161600,02000
20161800,02000
20162100,02000
20162700,02000
20162900,02000
20163100,02000
20163700,02000
20163800,02000
20163801,02000
20163802,02000
20163803,02000
20163804,02000
20163900,02000
20164000,02000
20164400,02000
20164600,02000
20164800,02000
20164900,02000
20165000,02000
20165200,02000
20165300,02000
20165301,02000
20165302,02000
20165303,02000
20165600,02000
20165800,02000
20165801,02000
20165802,02000
20165900,02000
20166000,02000
20166100,02000
20166200,02000
20166500,02000
20166600,02000
20166700,02000
20167100,02000
20167300,02000
20167500,02000
20167600,02000
20167700,02000
20167800,02000
20167900,02000
20168000,02000
20168100,02000
20168200,02000
20168300,02000
20168400,02000
20168500,02000
20168600,02000
20168700,02000
20168800,02000
20168900,02000
20169000,02000
20169100,02000
20169200,02000
20169203,02000
20169204,02000
20169300,02000
20169400,02000
20169600,02000
20169700,02000
20169800,02000
20169900,02000
20170000,02000
20170100,02000
20170200,02000
20170300,02000
20170500,02000
20170600,02000
20170601,02000
20170602,02000
20170603,02000
20170900,02000
20171200,02000
20171300,02000
20171700,02000
20171900,02000
20172500,02000
20172700,02000
20172800,02000
20172900,02000
20173000,02000
20173200,02000
20173300,02000
20173600,02000
20173800,02000
20173900,02000
20174400,02000
20174500,02000
20174600,02000
20174800,02000
20175000,02000
20175100,02000
20175300,02000
20175600,02000
20175900,02000
20176000,02000
20176400,02000
20176900,02000
20177500,02000
20177800,02000
20177801,02000
20178100,02000
20178200,02000
20178300,02000
20178400,02000
20178500,02000
20178600,02000
20178700,02000
20178800,02000
20178900,02000
20179200,02000
20179800,02000
20180000,02000
20180300,02000
20180900,02000
20181100,02000
20181200,02000
20181700,02000
20181900,02000
20182200,02000
20182300,02000
20182600,02000
20183200,02000
20183300,02000
20183400,02000
20183800,02000
20183900,02000
20184000,02000
20184100,02000
20184900,02000
20185000,02000
20185100,02000
20185200,02000
20185300,02000
20185600,02000
20185601,02000
20185700,02000
20185900,02000
20186500,02000
20186800,02000
20186900,02000
20187300,02000
20187700,02000
20188000,02000
20188200,02000
20188300,02000
20188400,02000
20188700,02000
20188800,02000
20188900,02000
20189000,02000
20189100,02000
20189200,02000
20189400,02000
20189500,02000
20189700,02000
20189900,02000
20190000,02000
20190100,02000
20190500,02000
20190600,02000
20190700,02000
20191000,02000
20191900,02000
20192100,02000
20192600,02000
20193200,02000
20195700,02000
20195801,02000
20195802,02000
20195900,02000
20196200,02000
20203600,02000
20204200,02000
20204400,02000
20204700,02000
20205100,02000
20206000,02000
20206100,02000
20206200,02000
20206300,02000
20207200,02000
20207400,02000
20207500,02000
20207800,02000
20207900,02000
20208200,02000
20208300,02000
20208500,02000
20208700,02000
20208800,02000
20208900,02000
20209000,02000
20209300,02000
20209800,02000
20209900,02000
20210100,02000
20211400,02000
20211500,02000
20211800,02000
20212000,02000
20212700,02000
20213200,02000
20213400,02000
20213500,02000
20213900,02000
20214000,02000
20214100,02000
20214300,02000
20217800,02000
20218000,02000
20218600,02000
20218700,02000
20219100,02000
20219300,02000
20219600,02000
20219900,02000
20220000,02000
20220100,02000
20220200,02000
20220300,02000
20220400,02000
20220500,02000
20220600,02000
20220700,02000
20220800,02000
20220900,02000
20221000,02000
20221100,02000
20221200,02000
20221300,02000
20221400,02000
20221500,02000
20221600,02000
20221700,02000
20221800,02000
20222400,02000
20223700,02000
20223800,02000
20223900,02000
20224200,02000
20224400,02000
20224600,02000
20225000,02000
20225200,02000
20227000,02000
20227100,02000
20227200,02000
20227400,02000
20227500,02000
20227800,02000
20227900,02000
20228200,02000
20228300,02000
20228400,02000
20228700,02000
20229500,02000
20229600,02000
20230100,02000
20230700,02000
20230800,02000
20230900,02000
20232400,02000
20232700,02000
20232800,02000
20232900,02000
20233000,02000
20233100,02000
20233300,02000
20233400,02000
20233500,02000
20233600,02000
20233800,02000
20234100,02000
20234300,02000
20234400,02000
20234600,02000
20235000,02000
20236200,02000
20236700,02000
20236800,02000
20236900,02000
20237000,02000
20237300,02000
20237400,02000
20237600,02000
20237800,02000
20237900,02000
20238000,02000
20238700,02000
20238900,02000
20239800,02000
20240100,02000
20240200,02000
20240300,02000
20240900,02000
20241200,02000
20241800,02000
20241900,02000
20242000,02000
20243500,02000
20243800,02000
20243801,02000
20243900,02000
20244000,02000
20244100,02000
20244101,02000
20244200,02000
20244300,02000
20244400,02000
20244401,02000
20244800,02000
20244900,02000
20245000,02000
20245200,02000
20245300,02000
20245500,02000
20246400,02000
20246500,02000
20246600,02000
20246700,02000
20246900,02000
20247000,02000
20247500,02000
20247600,02000
20247700,02000
20248200,02000
20248400,02000
20248800,02000
20250300,02000
20250400,02000
20250500,02000
20250700,02000
20250800,02000
20250900,02000
20251100,02000
20252500,02000
20260500,02000
20261700,02000
20265200,02000
20273700,02000
20273900,02000
20274000,02000
20274204,02000
20274214,02000
20274500,02000
20274700,02000
20274800,02000
20275200,02000
20278700,02000
20279300,02000
20280000,02000
20280100,02000
20280200,02000
20280300,02000
20280301,02000
20280400,02000
20281000,02000
20281400,02000
20281500,02000
20281600,02000
20281700,02000
20282000,02000
20282100,02000
20282200,02000
20282300,02000
20282400,02000
20282500,02000
20282700,02000
20282800,02000
20283000,02000
20283100,02000
20285000,02000
20285800,02000
20286200,02000
20287100,02000
20287500,02000
20287600,02000
20288100,02000
20288500,02000
20288700,02000
20290200,02000
20290300,02000
20290400,02000
20290500,02000
20290700,02000
20290900,02000
20291000,02000
20291100,02000
20291500,02000
20291700,02000
20292900,02000
20293200,02000
20293400,02000
20294100,02000
20294200,02000
20294300,02000
20294400,02000
20294800,02000
20294900,02000
20295000,02000
20295100,02000
20295200,02000
20295300,02000
20295400,02000
20295500,02000
20296100,02000
20296700,02000
20297500,02000
20298100,02000
20298200,02000
20298300,02000
20298400,02000
20298500,02000
20298600,02000
20298700,02000
20298900,02000
20299100,02000
20299300,02000
20299400,02000
20299500,02000
20299600,02000
20299700,02000
20300100,02000
20300101,02000
20300400,02000
20300700,02000
20301000,02000
20301001,02000
20301100,02000
20301800,02000
20302500,02000
20302700,02000
20302800,02000
20302900,02000
20303000,02000
20303100,02000
20303200,02000
20303300,02000
20303400,02000
20303500,02000
20303700,02000
20303800,02000
20303900,02000
20304000,02000
20304100,02000
20304200,02000
20304500,02000
20304600,02000
20304900,02000
20305700,02000
20305800,02000
20306100,02000
20306200,02000
20306300,02000
20306400,02000
20306600,02000
20306700,02000
20307100,02000
20307300,02000
20307400,02000
20307500,02000
20307600,02000
20307800,02000
20307900,02000
20308000,02000
20308600,02000
20308700,02000
20308800,02000
20308900,02000
20309000,02000
20309100,02000
20309200,02000
20309300,02000
20309400,02000
20309500,02000
20309600,02000
20310000,02000
20310100,02000
20310800,02000
20311200,02000
20311400,02000
20311500,02000
20311600,02000
20311700,02000
20312100,02000
20312300,02000
20312400,02000
20312500,02000
20312600,02000
20312700,02000
20312800,02000
20312900,02000
20313000,02000
20313100,02000
20314000,02000
20314100,02000
20314200,02000
20314300,02000
20314400,02000
20314800,02000
20314900,02000
20315600,02000
20315700,02000
20315900,02000
20316000,02000
20316100,02000
20316200,02000
20316300,02000
20316800,02000
20318000,02000
20318100,02000
20318200,02000
20318300,02000
20318400,02000
20318500,02000
29000500,02000
29000700,02000
29000800,02000
29001300,02000
29001400,02000
29001600,02000
29003000,02000
29003001,02000
60000100,06049
60000200,06049
60000300,06427
60000400,06427
60000600,06568
60000700,06568
60000900,06568
60001000,06568
60001200,06408
60001300,06408
60001400,06408
60001500,06408
60001600,06408
60001700,06408
60001800,06408
60002000,06408
60002200,06408
60002300,06408
60002400,06854
60002500,06854
60002700,06497
60002800,06497
60002900,06497
60003000,06497
60003200,06413
60003300,06413
60003400,06413
60003500,06413
60003700,06413
60003800,06413
60003900,06413
60004000,06413
60004100,06413
60004200,06410
60004300,06568
60004500,06357
60004600,06854
60004700,06854
60004800,06357
60005000,06357
60005100,06357
60005300,06357
60005700,06476
60005800,06476
60005900,06476
60006000,06357
60006100,06357
60006200,06357
60006300,06357
60006400,06357
60006500,06357
60006600,06568
60006700,06760
60006800,06778
60006900,06778
60007000,06778
60007100,06410
60007200,06410
60007500,06760
60007600,06476
60007700,06476
60007800,06476
60007900,06476
60008000,06476
60008200,06410
60008300,06760
60008400,06760
60008700,06760
60008800,06412
60008900,06357
60009000,06357
60009100,06357
60009200,06760
60009600,06760
60009700,06568
60009800,06410
60009900,06568
60010200,06568
60010300,06412
60010400,06412
60010500,06476
60010600,06476
60010800,06357
60010900,06760
60011000,06778
60011100,06408
60011200,06410
60011300,06410
60011400,06410
60011600,06410
60011700,06408
60011800,06408
60012000,06408
60012100,06408
60012300,06408
60012500,06410
60012600,06410
60012700,06410
60012800,06410
60012900,06410
60013000,06410
60013100,06568
60013200,06568
60013300,06568
60013400,06357
60013500,06760
60013600,06760
60013700,06760
60013800,06412
60013900,06218
60014000,06218
60014100,06218
60014200,06218
60014300,06568
60014400,06568
60014500,06568
60014600,06568
60014700,06568
60014800,06568
60014900,06568
60015000,06408
60015100,06408
60015200,06770
60015300,06770
60015400,06770
60015500,06770
60015700,06770
60015800,06791
60015900,06882
60016000,06882
60016100,06882
60016200,06882
60016300,06882
60016600,06882
60016700,06882
60016800,06760
60017000,06760
60017300,06357
60017400,06357
60017500,06357
60017700,06357
60017800,06882
60017900,06882
60018000,06882
60018100,06882
60018200,06840
60018300,06371
60018400,06371
60018500,06371
60018600,06371
60018700,06840
60018900,06126
60019000,06412
60019200,06371
60019300,06760
60019500,06515
60019600,06882
60019700,06412
60019800,06412
60019900,06412
60020000,06412
60020100,06412
60020200,06760
60020400,06760
60020500,06760
60020700,06515
60020900,06412
60021000,06357
60021100,06357
60021400,06840
60021500,06840
60021600,06760
60021900,06351
60022000,06351
60022100,06351
60022200,06351
60022300,06351
60022400,06351
60022500,06568
60022900,06568
60023000,06410
60023100,06410
60023300,06410
60023400,06126
60023500,06126
60023600,06126
60023700,06126
60023800,06126
60024000,06126
60024100,06126
60024300,06126
60024400,06126
60024500,06126
60024600,06126
60024800,06126
60024900,06882
60025000,06882
60025100,06882
60025200,06126
60025300,06126
60025500,06126
60025700,06357
60025800,06357
60025900,06357
60026100,06357
60026200,06357
60026300,06357
60026400,06357
60026500,06760
60026600,06760
60026700,06760
60026800,06412
60026900,06760
