Nombre,Domicilio,ID_DEPTO,Mail,Capacidad
Unión Vecinal Garin Oeste,Lavalle 4060 ,06252,s/d,0.0
"ALMA, Espacio de Arte",El Dorado 2500,06252,hotmail,
Casa Popular Marielle Franco			,Falucho 1418,06252,gmail,
Centro Cultural El Galpón,Maximo Paz 146,06260,gmail,0.0
Casa de la Cultura de Madariaga,Dr. Carlos Madariaga 499,06315,s/d,0.0
Espacio cultural producciones independientes,Rivadavia 608,06315,hotmail,
Mundo Dios,12 de Octubre s/n,06357,gmail,
Club Tri,20 de Septiembre 2650,06357,trimarchidg,184.0
América Libre,20 de Septiembre y San Martín,06357,gmail,200.0
Centro Cultural Osvaldo Soriano (Ex J. M. De Pueyrredón),25 de Mayo y Catamarca,06357,cultura-mgp,0.0
Espacio de arte AmArt,Av. Edison 1293,06357,gmail,
La Casa de Enfrente,Diag. Alberdi Norte 2599,06357,s/d,0.0
Centro Cultural Taller Lascano,España 2300,06357,gmail,
Casa Intermitente,Genova 2036,06357,gmail,
Los Duendes,Hipólito Yrigoyen 1984,06357,gmail,
La Papallona Tetería Cultural,Moreno 4164,06357,,
Casa Popular Maria Claudia Falcone,Bonifacini 1785,06371,gmail,
Centro Cultural y Deportivo los Amigos de Villa Sarmiento,Calle 119,06371,hotmail,
Centro Cultural Plaza,Campos 2089,06371,gmail,0.0
IF Investigaciones del Futuro,Intendente Boers 937,06371,,
Auditorio Hugo del Carril,Diagonal 164 n°4151,06371,,
Centro Cultural y Biblioteca Popular la Carcova,Beltran 717,06371,gmail,
MÚSICA EN SAN MARTÍN,S/D,06371,,
Centro Cultural La Bemba,Balcarce 2915,06371,gmail,
Centro Cultural y artístico Ana Pavlova,Lavalle 2567,06371,gmail,0.0
Centro Cultural Espacios,Witcomb 2623,06371,ccespacios,65.0
Centro Cultural Leopoldo Marechal,Av. Vergara 2396,06408,s/d,0.0
La Bicicletería,Brandsen 517,06410,gmail,
Casa Frida,Domingo Olivera 1587,06410,,
Centro Cultural Bernardino Rivadavia,Gobernador Mariano Acosta 255,06410,s/d,0.0
Huellas de Fuego,Jose Antonio Paez 4204,06412,gmail,
Centro Cultural Paceño Asociación Civil,Zuviria 4852,06412,gmail,
CASA DE LA CULTURA PENSAR JUNIN,Belgrano 32,06413,gmail,
Dada club de arte,Primera Junta 791,06413,gmail,
Junta Vecinal de Laferrere 12 de Octubre,Martin Coronado 3302 ,06427,,
Centro Cultural Leopoldo Marechal,Belgrano 75,06427,s/d,0.0
Centro de Estudios Sociales y Culturales La Locomotora,Marraspin 3471,06434,gmail,
Espacio Disparate Casa de Artes,Sitio de Montevideo 1265,06434,gmail,90.0
Casa de La Cultura Villa Elisa,Arana 236 ,06441,gmail,300.0
Centro Recreativo Intercultural de Artes Crisoles,Av. 1 nº 477,06441,gmail,0.0
Viejo Almacen El Obrero,Av. 13 nº 1900 ,06441,gmail,100.0
Centro cultural de buena madera,Av. 38 N°170 ,06441,tallerdebuenamadera,
Centro Cultural Joaquín Areta ,Calle 1 e/49y50,06441,,
Centro Cultural Calle Uno ,Calle 1 N°236,06441,gmail,
El Sótano Club Cultural,Calle 10 n° 967,06441,gmail,
Colibrí arte y cultura platense,Calle 10 nº1305,06441,gmail,120.0
El Medio Aljibe,Calle 11 N° 1674,06441,,
Sala El Angel Gris,Calle 115 Esquina 39,06441,s/d,0.0
Asociación Cultural Daniel Omar Favero,Calle 117 400 Hipódromo,06441,yahoo,
Laberinto Casa Club,Calle 13 N°1293,06441,gmail,150.0
Centro Cultural Estación Provincial,Calle 17 esq 71,06441,yahoo,100.0
Centro Cultural El Faldón ,Calle 17 esq 71,06441,gmail,
Centro Cultural La Vuelta de Obligado ,Calle 17 N°1408,06441,,
CIUDAD DE GATOS,Calle 17 N°1846,06441,,
Prisma Espacio Creativo,Calle 18 N°1869,06441,gmail,
Centro Cultural Islas Malvinas ,Calle 19 1201,06441,gmail,
Centro Cultural La Carpintería ,Calle 2 N°322 ,06441,,
Residencia Corazón,Calle 2 N°736,06441,gmail,
Centro Cultural Ojalá ,Calle 23 N°1112,06441,,
El Conventillo Centro Cultural,Calle 24 N°1690,06441,gmail,
El Bosquecito Vivero Experimental. Espacio Cultural ,Calle 25 entre 510y511,06441,,
Centro Cultural Área Chica ,Calle 34  N°403,06441,hotmail,
Doble-T,Calle 34 1618,06441,gmail,
La Casa espacio cultural,Calle 38 N°379 ,06441,gmail,
"La Bicicletería, Creación Colectiva",Calle 40 N°157,06441,gmail,100.0
Centro Cultura y Comunicación,Calle 42 N°585,06441,,
46 Multiespacio Cultural,Calle 46 N°421,06441,gmail,
Casa Lealtad Peronista Lili Ferrari ,Calle 49 N°1214,06441,gmail,
Centro Cultural Camarada Pereyra CCCP,Calle 49 nº1137,06441,yahoo,
Club Cultural Casa Unclan,Calle 5 1512 ,06441,gmail,180.0
Casa de Cultura y Peña La Salamanca,Calle 5 N°1422,06441,yahoo,200.0
Casa Lumpen Club Cultural Cannabico ,Calle 5 N°1510 ,06441,,
Casa Jirón (FUNDACION DE DEFENSA SOCIAL FUDESO),Calle 5 n°1777,06441,gmail,
Casa Zaragoza ,Calle 53 N°435,06441,gmail,
CIPAE,Calle 54 nº 1324 ,06441,gmail,0.0
Centro Cultural C’est la Vie ,Calle 55 N°1143,06441,,120.0
Centro Cultural El Amor y la Igualdad ,Calle 56 N° 681,06441,gmail,
Casa Pulsar ,Calle 58 N°512,06441,gmail,
Centro Cultural El Núcleo,Calle 6 N°420,06441,sinectis,
Centro Cultural Social y Político Olga Vázquez ,Calle 60 750-799,06441,,
Colectivo Arte al Ataque ,Calle 60 750-799,06441,gmail,
La GranSiete Arte y Cultura,Calle 62 N° 276 ,06441,hotmail,
En Eso Estamos-Fábrica Cultural,Calle 62 nº274,06441,gmail,120.0
Espacio Cultural Juana Azurduy ,Calle 63 N°1261,06441,gmail,
Centro Cultural Julio López Los Hornos  ,Calle 64 y 137,06441,,
Centro Cultural y Polideportivo Los Hornos,Calle 66 E/152 y 153,06441,hotmail,
Casa Popular Hugo Bacchi ,Calle 66 N°1044,06441,gmail,
Ruda,Calle 67 N°1359,06441,gmail,
La Macacha,Calle 69 e/25 ,06441,gmail,
Centro Cultural Azulunala,Calle 69 nº 864,06441,s/d,0.0
Espacio SU.DA.KA.,Calle 7 1789,06441,gmail,
Grupo La Grieta,Calle 71 ,06441,,
La Chicharra,Calle 71 ,06441,,
Ciudad Vieja,Calle 71 1103,06441,gmail,
Galpon de las artes,Calle 71 N°908,06441,gmail,
Centro Cultural Viejo Almacén El Obrero,Calle 71 y 13,06441,gmail,
La Hormiguera Espacio Cultural,Calle 8 1420,06441,gmail,
La Vecindad Cultural Nacional y Popular ,Calle 8 1898,06441,gmail,
Espacio Cultural Leonardo Favio ,Calle 8 entre 51y53,06441,gmail,
Centro Cultural Trémula ,Calle 8 N°1287 ,06441,,
Centro Cultural Jacarandá ,Calle 9 esquina calle 61 ,06441,gmail,
La Caipo,Calle 9 N°1288,06441,gmail,70.0
Integración Comunitaria por la Salud Mental Una Movida de Locos,Calle10 n°1520 ,06441,gmail,
El Puente Arte y Cultura ,Diagonal 77 N°195,06441,gmail,
Pura Vida Bar,Diagonal 78 entre 8 y 61 numero 733,06441,,200.0
CENTRO CULTURAL MACÁ,Diagonal Piria 629,06441,gmail,
Mil Flores La Plata ,La Plata 2050,06441,,
El Galpón de Tolosa ,Calle 3 Y Calle 526,06441,yahoo,
Macá Cultura ,Diagonal 4 N°629,06441,gmail,
Centro Recreativo y Cultural Villa Raffo,Nuestra Sra Del Carmen 2646/54,06441,,
Casa de Cultura,Sarmiento Y Moreno,06469,s/d,0.0
Centro Nativo Acuyai,Peron Y Villanueva,06483,s/d,0.0
Casa de la Cultura de Lobos,Salgado Oeste 585,06483,gmail,
Cosecha - Espacio musical,"
Juan José Paso 469",06490,gmail,
Casa Carlos Fuentealba,Aristóbulo de Valle 176,06490,,
Sede Fiorito,Autopista Presidente Perón y Recondo,06490,lomasdezamora,0.0
MONOCICLO CLUB DE ARTE,AV. HIPOLITO IRIGOYEN 6944/46,06490,hotmail,
Padre Mugica,Av. Hipólito Yrigoyen 7923,06490,gmail,0.0
Centro Cultural y Social No Me Olvides,Av. Meeks 490,06490,ccnomeolvides,0.0
CUATRO XXI,Av. Santa Fe 421 ,06490,gmail,120.0
Sede San José,"Caaguazú, entre La Madreselva y Anchoris",06490,s/d,0.0
Sede Banfield Oeste Darragueira,Darragueira 275,06490,s/d,0.0
Cantinflas,Dorrego 591,06490,gmail,0.0
La Troupe,Gallo 148,06490,gmail,
Espacio Asterisco,General Levalle 1293,06490,gmail,
Complejo Cultural Banfield Teatro Ensamble,Larrea 350,06490,gmail,250.0
Centro Cultural Teatro El Refugio,Maipú 540,06490,gmail,120.0
Centro de Estudios Teatrales y Artísticos C.E.T.A.,Pueyrredón 1680,06490,estudioceta,0.0
Sede Banfield Este El Ceibo,Rincón 565,06490,s/d,0.0
"Casa Cultural ""Las Mirabal""",Saenz 317,06490,gmail,
Club Social Maipu,Belgrano s/n,06511,,
Centro Integrador Comunitario en el  Barrio Santo Domingo,Gibraltar 2100,06511,s/d,100.0
Casa popular Unidos por el barrio,Alfonsina Storni 4395,06515,hotmail,
La Cultural Dumer,Calle 10 N°760,06532,gmail,200.0
Casa Balero,Calle 26 esq. 23,06532,,
Centro Cultural Julio Cesar Gioscio,Calle 27 Entre 24 Y 26,06532,s/d,0.0
Centro Cultural La Gotera,Calle 29 nº984,06532,hotmail,
SUTEBA Merlo,1ro de Mayo 252,06539,suteba,0.0
Sede COI,Av. Argentina 824,06539,s/d,0.0
El galpón del Encuentro,Belgrano 1779,06539,,
La Antigua Cultural,Jujuy 310,06539,gmail,
Centro Cultural y Social Patas para Arriba,Luis Braile 470,06539,yahoo,
Espacio Cultural Homero Manzi,Moreno 428,06539,s/d,0.0
Centro Cultural Municipal Poeta Enrique Uza,Petrachi 745,06547,s/d,0.0
Casa Laurel,Remedios de Escalada de San Martin 379,06568,,
El Transformador,Caseros 200,06568,gmail,
El Galpón de Haedo,Concordia 625,06568,gmail,
La Puerta Creativa,Las Bases 150,06568,gmail,
La Casita Arte,Ranchos 1593,06568,hotmail,
Centro Cultural y Biblioteca Popular Enrique Santos Discépolo,Santa Fe 836,06568,culturaldiscepolo,0.0
Unidad Barrial Social y Cultural Jesús Aguinagalde,Calles 67  3102,06581,gmail,
La Esquina Arte y Cultura,Santa Fe 656,06588,hotmail,
"Insurgente, Espacio Cultural Independiente",Belgrano 3345,06595,,
Club Atlético Hinojo,Calle 11 y Calle 8,06595,hotmail,280.0
La Yumba,Laprida y Álvaro,06595,gmail,
MACONDO MUTUAL DE ARTE POPULAR DE OLAVARRIA,NECOCHEA 1389,06595,gmail,
Casa de la Cultura Carmen De Patagones,Mitre 27,06602,s/d,0.0
Casa de la Cultura,Gral. Paz 600,06623,hotmail,0.0
Galpón Del Arte Barrio Kennedy,R. Guiraldes Entre Yapeyú y B. Bailón Al 2000,06623,yahoo,50.0
SerEnArte,Colectora 12 de Octubre-Km.44,06638,serenartepilar,
Media Vuelta Club de Artes Urbanas,Olavarría 7181,06638,gmail,
Casa De La Cultura,Calle 21 esq 28  sin numero ,06655,gmail,
Centro Cultural Polaridades,Andres Baranda 842,06658,yahoo,0.0
El Garelli - Asociación Civil Villa Valdocco,Av. Las Heras 420,06658,gmail,
Centro Cultural Eduardo Galeano,Donato Álvarez 1680,06658,gmail,
Casa Rodolfo Walsh,Entre Ríos 250,06658,,
La Pacha Espacio Cultural,Entre Ríos 90,06658,gmail,
Asociación Civil Amigos de “El Viaje de los Títeres”,Laprida 2200,06658,yahoo,
Comunidad Contemporanea,Moreno 882,06658,gmail,
Estudio 1 Originarte,Paso 17,06658,s/d,0.0
Casa de la Cultura,Rivadavia 383 ,06658,s/d,0.0
Artenpie,Vicente López 93,06658,hotmail,0.0
La Pieza,Coronel Suárez 176,06672,gmail,
Casa evita,S/D,06686,,
Centro Cultural Roque Perez,Belgrano  171,06693,s/d,0.0
Espacio Taller Crear,Bernardo Irigoyen 27,06700,gmail,
Centro Municipal de Cultura S.A Giles,Rivadavia 752,06728,s/d,0.0
Centro cultural Casa Evita,S/D,06728,,
Sociedad de Fomento Bartolomé Mitre,Balcarce 2950,06749,yahoo,0.0
Tinku Teatro Centro Cultural,Rivadavia 1751,06749,gmail,
Estacion 1857,Godoy Cruz 1857,06756,gmail,
Ateneo Cultural Nestor Kirchner,Av.Sir Alexander Fleming 1333,06756,hotmail,
Teatro 9 de Julio ,Bernardo de Irigoyen 1121,06756,s/d,0.0
Fundación Crear Vale La Pena,Madame Curie 1955,06756,crearvalelapena,60.0
Club Artístico y Social Arenga,Manzone 851,06756,,
Taller de La Ribera,Roque Saenz Pena 1485,06756,gmail,0.0
Centro Cultural Raices,Sarmiento 1810,06760,s/d,0.0
La troupe del aire,Pellegrini 134,06763,hotmail,
Cooperativa Las Canaletas,Juan Ismael Jiménez 1635,06770,yahoo,
Casa del Pueblo Vecinos Solidarios,Av. Presidente Perón 4660,06778,gmail,
El Culturón,Juan José Paso y Roca,06778,gmail,
Minowa Centro Cultural,Libertad esquina Kennedy,06778,,
La Compañía Tandil,Alsina 1242,06791,hotmail,40.0
Centro Arte y Parte,Belgrano 342,06791,gmail,
Centro Cultural Atrapasueños,Figueroa 2226,06791,gmail,
Salón Danés,General Rodríguez 282,06791,gmail,
Macanudo,General Rodriguez 459,06791,gmail,
CENTRO SOCIAL Y CULTURAL LA VÍA,MITRE 1378,06791,gmail,
Centro Cultural Itinerante El Musguito,Pinto 399,06791,gmail,
Sociedad Italiana de Tigre,Av. Cazon 1336,06805,hotmail,0.0
Alas de Tigre,Av. Liniers 1018,06805,gmail,
Casa de las Artes Tacuarí,Tacuarí 90,06805,gmail,
Casa de Fuego,Mitre 391,06826,,
Asociación de Fomento Martín Coronado,Nahuel Huapi 6658,06840,gmail,
Asociación cultural Arte y Vida,Remedios de Escalada de San Martín 6750,06840,acarteyvida,
Centro Cultural Raíces Compañeras,Presidente Juan Domingo Perón 9255,06840,gmail,150.0
Fusión 3,Chile 1223,06840,,
Espacio La Tuerca,Bonifacini 4192,06840,,
Centro Cultural Alto Espacio,3 de Febrero 2572,06840,,
Centro Cultural Carlos Auyero,Alberdi 4707 ,06840,aol,
Centro Cultural Andrés Ferreyra,Andrés Ferreyra 2561,06840,hotmail,
Centro Cultural Juana Azurduy,Sarmiento 2594,06840,yahoo,
Centro Cultural La Casa deTodos,Valentin Gomez 4930,06840,gmail,
"La Galerita, experiencias creativas",Cornelio Saavedra 2269,06861,gmail,
Estudio MV,Av. General José de San Martín 2513,06861,gmail,
Foro de las Ciencias y las Artes,Av. Maipu 681,06861,forodelascienciasylasartes,50.0
Asociación Civil Centro Cultural Tiempos de Memoria,Caseros 231,06861,gmail,
Asociación Civil La Rueda Educación Popular,Chile 601,06861,gmail,
La Pajarera,Maquinista Carregal 3036,06861,s/d,0.0
Casa de la Cultura Municipal,Ricardo Gutierrez 1060,06861,arnet,0.0
El Faro,Rosetti 2331,06861,gmail,0.0
La Galpona - laboratorio de ideas,Grecia 501,06861,yahoo,
Teatro Homero Manzi,Av. 3 nº 3540,06868,s/d,0.0
CASA DE LA CULTURA HILARIO ASCASUBI,1° de Septiembre 583,06875,gmail,
ESTACIÓN NICOLAS LEVALLE,SECCION CHACRAS S/n,06875,hotmail,
Casa de la Cultura de Pedro Luro,Calle 22 y 3 Sin numero,06875,luronet,
Forum Cultural,Pellegrini y Moreno,06882,s/d,0.0
Centro Cultural Policarpo,Buena Vista ,10021,gmail,
Cooperativa de Trabajo Cachalahueca Ltda,Florida 660,10021,yahoo,
La Osera Casa Cultural,Ambato 890,10049,,
La Nube Galpon de las Artes - Catamarca,Dr. Tomás Vergara 1975,10049,gmail,
El Cebil,Esquiú 781,10049,gmail,
La casita. Arte y eventos,Formosa 1317 ,10049,gmail,50.0
Qhispina Casa Albergue- Espacio Cultural,Rivadavia 60,10049,,
La Primitiva ,Salta 1078,10049,gmail,
Casa De La Cultura de Catamarca,San Martín 533,10049,gmail,
Centro Cultural Patria Grande ,José Figueroa 256 ,10049,gmail,
El Galpón Club de Salud,Avenida Martin de Guemes 785 ,10063,elgalponclubdesalud,
Centro Cultural Amarillo,"Ruta Provincial N° 22  km. 22,5",10063,hotmail,
BRUJA MULTIESPACIO,25 De Agosto 5315,10084,gmail,
Centro de Cultura y Trabajo Comunitario  Villa Dolores,José Joaquín de Acuña 995,10112,gmail,
Casa 33,s/d,10112,,
Almazenna Teatro Casa de Culturas ,9 de julio 4331 ,14014,gmail,70.0
Espacio Urda,9 de Julio 739,14014,gmail,50.0
Centro Cultural Casona Municipal,Av. General Paz esq. La Rioja,14014,gmail,120.0
Fresca Viruta Espacio,Av. Patria 1526,14014,gmail,60.0
Centro Cultural Córdoba,Av. Poeta Lugones 401,14014,gmail,200.0
Centro Cultural Tinku Arte,Baigorri 950,14014,hotmail,
La Burbuja Circo,Boulevard Los Andes 469,14014,gmail,
Centro Cultural Villa el Libertador,Caracas 5413,14014,gmail,100.0
Centro De Arte Contemporáneo  C.A.C,Cárcano 1750 ,14014,gmail,
Centro Cultural La Piojera,"Colón, Av. 1559",14014,,
"Bendita, Arte y Sanación",Dean Funes 278,14014,yahoo,
Irradiando,Doctor Ángel Roque Suárez 48,14014,gmail,
Centro Cultural Discepolín,Domingo Funes N°475,14014,gmail,
Centro Cultural España Córdoba,Entre Ríos 40,14014,ccec,0.0
Centro Cultural Casa de Pepino,Fructuoso Rivera esq. Belgrano,14014,gmail,50.0
LAN El Parisino,Gral. Simón Bolívar 751,14014,s/d,700.0
Espacio  artístico  Universo de Sueños,Hulluman 1894,14014,xn--universodesueos-brb,
Comarca de Creadores,Lima 742,14014,gmail,
La Parisina Casa de Arte ,Neuquén 223 ,14014,gmail,65.0
Casa Grote,Padre Grote 1080,14014,gmail,95.0
Centro Cultural Paseo de las Artes,Pasaje Revol 299,14014,s/d,80.0
La Casa Colectiva,Pje Eusebio Marcilla 677,14014,gmail,
Estudio Escénico La Potosí,Potosí 1385,14014,,
Centro Cultural General Paz,Pringles 420,14014,gmail,70.0
Espacio Cultural Museo de las Mujeres,Rivera Indarte 55,14014,s/d,0.0
Centro Cultural Alta Córdoba - Efrain Bischoff,Rodríguez Peña 1600,14014,yahoo,120.0
El Hormiguero,S/D,14014,,
Estudio E,Salta 554,14014,hotmail,
Centro Cultural San Vicente,San Jerónimo 2850,14014,hotmail,150.0
Escafandra Espacio Cultural Comunitario,Simón Bolívar 558,14014,,
Club Social y Deportivo Agua de Oro,Avenida Belgrano s/n,14021,gmail,200.0
Río arriba cultural,Costanera Alta,14021,gmail,
"Pico de tinta, espacio taller",Cástulo Peña 719,14021,gmail,80.0
Buena Vista,Los Algarrobos 741,14021,gmail,
Espacio Cultural El Crespin,s/d,14021,,
Espacio Cultural La Vertiente,Av. San Martin 5172,14021,s/d,0.0
Centro Cultural Cooperativo Casa Azul,Salta 55,14021,gmail,0.0
MANSA MANSION A LA VERA DEL RIO,San lorenzo 240,14021,,
Centro Cultural Municipal El Parque,Nicolás Torres s/n,14021,salsipuedes,70.0
La Casa de la Cultura,Av. San Martín 1712,14021,unquillo,0.0
El Recodo del sol,Gral. Belgrano 1200,14021,gmail,60.0
"Oniria, espacio de artistas cooperativxs",Figueroa Alcorta 156,14021,,
Casa de la Cultura Marcelo Pais,Moreno y los Algarrobos,14028,hotmail,100.0
Casa de la Cultura,Mitre 46,14035,s/d,0.0
Centro Cultural Municipal,España 151,14049,deanfunes,600.0
Sociedad Italiana,Buenos Aires 86,14056,s/d,300.0
Centro Cultural Municipal,Fortín Las Tunas y Tucumán,14063,live,150.0
Salón Centro Cultural Municipal,Belgrano 1028,14063,gmail,500.0
Centro Cultural Polivalente Eva Perón,Av. San Martín 50,14070,hotmail,600.0
Espacio Cultural Las Chicharras,Av. Pueyrredón 648,14091,gmail,
Espacio Social y Cultural Proponiendo Sueños,Bartolome Jaime esq. Dumas,14091,gmail,
Eden Hotel,Av. Edén 1400,14091,gmail,500.0
Club Alemán ASCA,Juan José Paso 260,14091,hotmail,250.0
Centro Holístico Allá Arriba,Las Murallas 200,14091,gmail,70.0
Espacio Cultural Takay Nina ,Fermin Rodriguez 1665,14091,yahoo,
Centro Cultural Raices Soberanas,España 406,14091,gmail,
Espacio Sur ,Salta s/n,14091,,
CENTRO CULTURAL KAIKEN ,LOS HALCONES 544,14091,gmail,
Centro Cultural Leonardo Favio,Buenos Aires 56 ,14098,,500.0
Mixtura,Lamadrid 781,14098,hotmail,
Casa De La Cultura Río IV,Rivadavia esquina General Paz,14098,,
LA LA LA CENTRO ARTISTICO,S/D,14098,,
El Viejo Cooke,Santiago del Estero 1024,14098,,
Centro Cultural Agua Escondida - Casa Museo Atahualpa Yupanqui -,Cerro Colorado,14112,fundacionyupanqui,
Casa de la Cultura,Rivadavia 370,14119,s/d,0.0
Centro Cultural María Elena Walsh,Independencia 5879 ,14133,gmail,
Espacio cultural Los Molles,Camping Los Molles,14133,,
La Urpila espacio cultural,Quebrada de los Pozos,14133,,
Centro Cultural y Recreativo,Av. de Mayo 714,14140,hotmail,450.0
Sociedad Italiana de Socorros Mutuos Unión y beneficiencia,Italia 658,14140,coopmorteros,578.0
Cañito Cultural,Cañito 100 esquina Tupac Amaru,14147,,
Cineclub Casero,Emile Zola s/n,14147,gmail,
Casa de la Cultura - Museo de la Ciudad,España 76,14147,altagracia,80.0
Espacio Abierto José de la Quintana,Avenida Carcano s/n,14147,hotmail,
Fundación Holderlin,Los Chañares ,14147,fundacionholderlin,30.0
Asociación Italiana de Socorros Mutuos Giusseppe Mazzini,Roque Sáenz Peña 75,14161,hotmail,378.0
Espacio Cultural Coliseo,San Martín 52,14182,gmail,
"Cantalicio ""Club social y cultural""",3 de Abril 761,18021,,200.0
Centro Cultural Siete Corrientes - Sala Flotante -,Rio Paraná Puerto de Corrientes,18021,gmail,60.0
La Pépinière,Ruta 12 Km 1034,18021,gmail,
Espacio Bohemio Corrientes,San Luis 1170,18021,,
Centro Cultural La Mansión Fundación Tangara,Santa Fe 793,18021,gmail,80.0
ESPACIO CULTURAL SAENZ PEÑA CHACO,Marcelo de Alvear 1415,22021,,
La Fabrica Cultural ,Barrio Las 80 Viviendas ,22077,yahoo,
LA MARAÑA,Francisco Pontón 49,22077,,
Centro Cultural La Plaza,Mitre y J. B. Justo,22098,s/d,250.0
Centro Cultural 10 de Noviembre,Planta Urbana,22112,yahoo,150.0
Esto no es una Academia,El campito,22126,gmail,
Centro cultural “La Flota”,Capitán Solari 123,22140,gmail,200.0
CAMALOTE CENTRO CULTURAL ,Diagonal Eva Perón s/n,22140,gmail,
Multiespacio Federación Médica del Chaco,Avalos 450,22140,s/d,342.0
Nanas suena bien,Avenida Paraguay 48,22140,gmail,
Complejo Cultural Provincial Guido Miranda,Colón 164,22140,s/d,0.0
Nido centro de artes,José Hernández 780,22140,gmail,
Casa de las Culturas,Marcelo T. de Alvear 90,22140,gmail,0.0
Centro Cultural Espacio Maracuyá,Pio XII 985 - Villa Ercilia,22140,gmail,
Espacio Cultural Mil Flores Barranqueras,Roberto Mora 950,22140,gmail,
ESTE ESPACIO CULTURAL,S/D,22140,,
Centro de Cultura Popular CECUPO,San Lorenzo y Cervantes,22140,gmail,
Centro Cultural Alternativo  CE. CU. AL ,Santa María de Oro 471,22140,gmail,70.0
La Vaca Atada,Santiago del Estero 101,22140,,
El Entusiasmo,25 de Mayo 935,26007,gmail,
El Tablado Centro Cultural,Taique 4344,26007,gmail,120.0
La Puerta,Av. de Las Ballenas 150,26007,gmail,0.0
Centro Cultural Antu Quillen,Parque municipal Puerto Bonito,26014,gmail,
El Rincón Cultural,Antonio di Benedetto 88,26021,hotmail,
"Espacio Cultural ""Kultural 5""",Avenida Ricardo Gutierrez 1060,26021,gmail,
Centro Cultural Comodoro Rivadavia,Inmigrantes Gallegos 168,26021,comodoro,0.0
Centro Cultural Mujeres de la Patria,Urquiza 424,26021,gmail,
Actitud Pandora,Viamonte 974,26021,gmail,
Calidez Cultural,Fontana y Alvear,26035,gmail,
Centro Cultural “Franco Venturi”,Cacique Nahuelpan 452,26077,gmail,
Centro Cultural Provincial ,Federicci 216,26077,gmail,
El Árbol Asociación Cultural,Ameghino 764,26077,gmail,180.0
Centro Cultural Político y Social Espacio Abierto Nunca Menos,Gouchon 63,30008,hotmail,
Centro Cultural La Botica,Sarmiento 1788,30008,gmail,60.0
Pueblo Viejo,Alem 230,30015,gmail,200.0
charruarte centro socio cultural,Av. Basavilbaso 1200,30015,hotmail,
Centro Cultural Municipal,9 de Julio Y Salvarredy,30028,chajari,0.0
Casa de la Cultura Cesar Osvaldo Penalver,San Martin 448,30028,yahoo,0.0
CENTRO CULTURAL ALAS,Concordia 1135,30056,,
San Benito Puerto Arte,San Lorenzo 480,30056,yahoo,0.0
Centro Cultural Municipal Juan L. Ortiz,Bv. Eduardo Racedo 250,30084,s/d,0.0
Casa De La Cultura de Entre Ríos ,Carbo y 9 Julio,30084,yahoo,200.0
La Casita de los Gurises de mi Barrio,Franzotti 1821,30084,gmail,
Club Social Parana,Gral. José de San Martín 958,30084,s/d,0.0
Centro Cultural y de Convenciones La Vieja Usina,Gregoria Matorras de San Martín 861,30084,entrerios,450.0
Centro Cultural La Hendija,Gualeguaychú 171,30084,gmail,100.0
Centro Cultural Gloria Montoya,Melvin Jones 861,30084,culturaparana,400.0
Parientes Del Bar,Pescador del Paraná 121,30084,gmail,
Tierra Bomba,Urquiza 1214,30084,,
Casa de la Cultura Concepción Del Uruguay - E.R.,9 de Julio 844,30098,s/d,0.0
Alianza Francesa,Leandro N. Alem 31,30098,gmail,
Yotivenco espacio,S/d,30098,yahoo,
"Mixtura, Espacio Cultural",Congreso 601,30105,gmail,
Nuevo Espacio Cultural,Mitre 659,30105,hotmail,
El Fuelle Casa Cultural,Av. Pantaleón Gómez 1166,34014,gmail,
Grupo Mozart,España 415,34014,yahoo,
Centro Cultural Galpón  ,"Paseo Costanero ""Vuelta Fermosa""",34014,s/d,0.0
Centro Cultural del Mercado,Rivadavia y Pringles,34014,s/d,0.0
Centro Cultural Jose Maria Lesbegueris,San Martín 565,34056,,
Centro Cultural Héctor Tizón,Av. Hipolito irigoyen 1302,38021,gmail,120.0
Centro Cultural Martin Fierro Del Complejo Educativos Jose Hernandez,Av. Illia 451 ,38021,gmail,999.0
Galpones Recuperados Tupaj Katari,Av.Urquiza esquina Argañaras,38021,,
Centro Cultural Municipal Éxodo Jujeño,Bahía Blanca 59,38021,s/d,279.0
Casa De Las Letras Espacio Cultural,Belgrano 1327,38021,gmail,
Centro Cultural Jorge Cafrune,Carlos Snopek y PampaBlanca,38021,s/d,0.0
Teatro Sociedad Española,Gral. Belgrano 110,38021,hotmail,300.0
Coquena Centro Cultural,Güemes 640,38021,gmail,100.0
Centro Cultural La Mar en Coche,Puna 173,38021,gmail,100.0
Centro Cultural Pachakute,S/D,38021,,
Centro Cultural Casa Taller – Cerro Las Rosas,S/D,38021,,
Centro Cultural Arte Ballet,San Martin 662,38021,live,
Casa del Tantankuy,Salta 370,38028,arnet,50.0
Fundación Jama: Espacio Cultural-La Esquina-. ,S/D,38063,,
"MULTIESPACIO CULTURAL ""NUEVA TRADICION"" ",Velez Sarfield 32 ,38063,,
La Campana Teatral ,Jujuy 737 ,38094,gmail,200.0
CENTRO CULTURAL TARINAKUY,LA HOYADA 203,38094,yahoo,
Espacio Cultural Comunitario – Comparsa los Caprichosos de Tilcara,"Prolongacion Villafañe Esquina Rut, Camping",38094,,
Espacio Cultural De Ida y Vuelta,S/D,42021,,
Espacio Arte Propio,Avenida  Belgrano Sur 181,42021,gmail,
Taller Rayuela,Escalante 568,42021,,
